0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年09月19日(金),2025年09月19日(金),2025年09月19日(金),,,,,,,,
,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,印字時刻 2025/11/19 11:49,印字時刻 2025/11/19 11:49,印字時刻 2025/11/19 11:49
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,1,86,1,6,53,1,7,139,0
,01-02,0,0,86,1,0,54,1,0,140,0
,02-03,0,0,86,0,0,54,0,0,140,0
,03-04,0,0,86,0,0,54,0,0,140,0
,04-05,0,0,86,2,0,56,2,0,142,0
,05-06,4,1,89,19,2,73,23,3,162,0
,06-07,6,1,93,45,1,116,51,2,209,0
,07-08,18,10,101,70,7,180,88,17,281,0
,08-09,16,4,114,85,21,243,101,25,357,1
,09-10,18,6,126,41,29,256,59,35,382,1
,10-11,32,14,143,14,13,257,46,27,400,2
,11-12,23,23,146,12,12,258,35,35,404,3
,12-13,24,20,148,10,11,256,34,31,404,2
,13-14,22,22,149,12,7,261,34,29,410,9
,14-15,21,24,146,6,12,255,27,36,401,5
,15-16,30,28,147,15,18,253,45,46,400,3
,16-17,29,22,153,27,19,259,56,41,412,6
,17-18,26,37,143,21,34,248,47,71,391,4
,18-19,26,25,145,14,61,202,40,86,347,4
,19-20,5,21,128,7,51,156,12,72,284,2
,20-21,4,14,119,7,46,119,11,60,238,0
,21-22,1,15,104,1,24,94,2,39,198,0
,22-23,2,7,99,2,18,78,4,25,177,0
,23-24,0,3,96,1,9,70,1,12,166,0
,合　計,307,298,-,413,401,-,720,699,-,42
,,,,,,,,,,,
,総駐車時間,340:31,340:31,340:31,2615:04,2615:04,2615:04,2955:35,2955:35,2955:35,
,平均駐車時間,3:09,3:09,3:09,12:49,12:49,12:49,9:28,9:28,9:28,
,回転率,0.17,0.17,0.17,0,0,0,0.5,0.5,0.5,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
