0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年09月14日(日),2025年09月14日(日),2025年09月14日(日),,,,,,,,
,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,印字時刻 2025/11/19 11:44,印字時刻 2025/11/19 11:44,印字時刻 2025/11/19 11:44
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,3,21,1,0,126,1,3,147,0
,01-02,0,1,20,1,1,126,1,2,146,0
,02-03,0,0,20,0,0,126,0,0,146,0
,03-04,0,0,20,0,0,126,0,0,146,0
,04-05,1,0,21,1,0,127,2,0,148,0
,05-06,1,0,22,1,1,127,2,1,149,0
,06-07,3,0,24,3,1,129,6,1,153,0
,07-08,8,1,32,12,0,141,20,1,173,0
,08-09,9,0,39,11,7,145,20,7,184,0
,09-10,60,9,93,2,4,143,62,13,236,0
,10-11,62,42,113,5,4,144,67,46,257,4
,11-12,58,49,121,1,3,142,59,52,263,1
,12-13,70,37,154,5,5,142,75,42,296,4
,13-14,108,41,222,1,2,141,109,43,363,14
,14-15,49,67,204,3,2,142,52,69,346,13
,15-16,39,65,175,3,7,138,42,72,313,15
,16-17,30,108,100,2,5,136,32,113,236,38
,17-18,26,55,69,5,7,133,31,62,202,22
,18-19,12,33,49,7,8,132,19,41,181,3
,19-20,2,14,37,2,5,129,4,19,166,6
,20-21,3,13,28,0,2,127,3,15,155,0
,21-22,1,6,22,1,3,125,2,9,147,0
,22-23,2,8,16,4,1,128,6,9,144,0
,23-24,0,0,16,1,1,128,1,1,144,0
,合　計,544,552,-,72,69,-,616,621,-,120
,,,,,,,,,,,
,総駐車時間,1392:48,1392:48,1392:48,793:59,793:59,793:59,2186:47,2186:47,2186:47,
,平均駐車時間,2:32,2:32,2:32,11:21,11:21,11:21,3:31,3:31,3:31,
,回転率,2.5,2.5,2.5,0.18,0.18,0.18,1.03,1.03,1.03,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
