0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年12月02日(月),2024年12月02日(月),2024年12月02日(月),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 20:16,印字時刻 2025/11/21 20:16,印字時刻 2025/11/21 20:16
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,6,88,4,6,667,4,12,755,0
,01-02,0,0,88,0,0,667,0,0,755,0
,02-03,0,0,88,4,0,671,4,0,759,0
,03-04,0,0,88,4,3,672,4,3,760,0
,04-05,0,0,88,17,6,683,17,6,771,0
,05-06,6,1,93,50,5,727,56,6,820,0
,06-07,20,2,109,146,17,854,166,19,963,0
,07-08,83,32,161,317,58,1109,400,90,1270,0
,08-09,133,32,258,738,81,1764,871,113,2022,3
,09-10,260,73,440,202,107,1869,462,180,2309,4
,10-11,320,139,626,72,69,1873,392,208,2499,25
,11-12,274,289,623,45,62,1853,319,351,2476,36
,12-13,238,327,530,73,89,1839,311,416,2369,56
,13-14,284,259,552,34,85,1789,318,344,2341,56
,14-15,292,289,559,65,65,1787,357,354,2346,46
,15-16,218,295,481,77,76,1789,295,371,2270,63
,16-17,240,286,431,88,144,1737,328,430,2168,61
,17-18,205,256,386,84,349,1473,289,605,1859,44
,18-19,197,240,342,106,356,1225,303,596,1567,34
,19-20,89,202,229,51,259,1012,140,461,1241,30
,20-21,26,96,157,22,182,855,48,278,1012,0
,21-22,7,43,123,13,106,756,20,149,879,0
,22-23,13,32,99,9,56,710,22,88,809,0
,23-24,8,8,101,3,21,691,11,29,792,0
,合　計,2913,2907,-,2224,2202,-,5137,5109,-,458
,,,,,,,,,,,
,総駐車時間,5065:24,5065:24,5065:24,41226:06,41226:06,41226:06,46291:30,46291:30,46291:30,
,平均駐車時間,1:44,1:44,1:44,18:32,18:32,18:32,8:59,8:59,8:59,
,回転率,0.76,0.76,0.76,3.65,3.65,3.65,1.16,1.16,1.16,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
