0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年12月21日(土),2024年12月21日(土),2024年12月21日(土),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 20:37,印字時刻 2025/11/21 20:37,印字時刻 2025/11/21 20:37
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,10,27,209,6,23,696,16,50,905,0
,01-02,6,11,202,2,4,694,8,15,896,0
,02-03,2,5,199,0,4,690,2,9,889,0
,03-04,3,3,199,6,2,694,9,5,893,0
,04-05,4,0,203,11,3,702,15,3,905,0
,05-06,2,5,200,13,2,713,15,7,913,0
,06-07,36,7,228,20,4,731,56,11,959,0
,07-08,279,36,465,56,28,752,335,64,1217,0
,08-09,390,34,822,110,34,833,500,68,1655,4
,09-10,445,66,1189,80,36,877,525,102,2066,4
,10-11,796,503,1503,37,34,880,833,537,2383,41
,11-12,627,690,1439,23,34,867,650,724,2306,105
,12-13,724,615,1544,33,30,873,757,645,2417,108
,13-14,644,580,1610,28,37,862,672,617,2472,114
,14-15,630,707,1544,31,33,861,661,740,2405,141
,15-16,565,767,1333,29,30,859,594,797,2192,153
,16-17,474,774,1040,35,34,862,509,808,1902,163
,17-18,420,663,788,38,65,833,458,728,1621,144
,18-19,310,445,653,40,62,815,350,507,1468,82
,19-20,130,330,456,20,51,783,150,381,1239,64
,20-21,25,150,328,8,52,738,33,202,1066,0
,21-22,11,87,253,5,30,713,16,117,966,0
,22-23,7,56,203,5,29,689,12,85,892,0
,23-24,5,26,183,6,17,677,11,43,860,0
,合　計,6545,6587,-,642,678,-,7187,7265,-,1123
,,,,,,,,,,,
,総駐車時間,13715:41,13715:41,13715:41,8505:14,8505:14,8505:14,22220:55,22220:55,22220:55,
,平均駐車時間,2:06,2:06,2:06,14:02,14:02,14:02,3:07,3:07,3:07,
,回転率,1.7,1.7,1.7,0.99,0.99,0.99,1.6,1.6,1.6,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
