日付,駐車場,時間帯,一般入庫,一般出庫,一般在庫,定期入庫,定期出庫,定期在庫,合計入庫,合計出庫,合計在庫,事前精算利用台数,曜日,土日祝区分
2024-12-01,全駐車場,13-14,558,481,1292,15,15,772,573,496,2064,111,日,土日祝
2024-12-02,全駐車場,10-11,320,139,626,72,69,1873,392,208,2499,25,月,平日
2024-12-03,全駐車場,12-13,325,320,688,80,89,1777,405,409,2465,43,火,平日
2024-12-04,全駐車場,11-12,345,327,818,49,61,1699,394,388,2517,45,水,平日
2024-12-05,全駐車場,10-11,452,164,800,60,83,1757,512,247,2557,16,木,平日
2024-12-06,全駐車場,10-11,395,190,899,64,84,1701,459,274,2600,24,金,平日
2024-12-07,全駐車場,13-14,751,593,1518,27,34,870,778,627,2388,134,土,土日祝
2024-12-08,全駐車場,13-14,789,774,1799,24,22,813,813,796,2612,136,日,土日祝
2024-12-09,全駐車場,11-12,384,281,988,66,72,1784,450,353,2772,40,月,平日
2024-12-10,全駐車場,10-11,398,163,718,53,76,1743,451,239,2461,19,火,平日
2024-12-11,全駐車場,11-12,342,288,731,58,68,1697,400,356,2428,37,水,平日
2024-12-12,全駐車場,10-11,419,166,882,67,79,1748,486,245,2630,22,木,平日
2024-12-13,全駐車場,10-11,382,166,796,61,64,1668,443,230,2464,20,金,平日
2024-12-14,全駐車場,14-15,714,538,1446,40,47,868,754,585,2314,118,土,土日祝
2024-12-15,全駐車場,14-15,625,619,1360,24,25,792,649,644,2152,136,日,土日祝
2024-12-16,全駐車場,11-12,325,310,683,60,70,1755,385,380,2438,48,月,平日
2024-12-17,全駐車場,10-11,421,159,773,65,92,1698,486,251,2471,19,火,平日
2024-12-18,全駐車場,11-12,344,317,753,42,68,1658,386,385,2411,52,水,平日
2024-12-19,全駐車場,11-12,310,290,855,54,63,1706,364,353,2561,30,木,平日
2024-12-20,全駐車場,11-12,406,377,823,65,78,1669,471,455,2492,56,金,平日
2024-12-21,全駐車場,13-14,644,580,1610,28,37,862,672,617,2472,114,土,土日祝
2024-12-22,全駐車場,14-15,618,575,1501,18,21,812,636,596,2313,148,日,土日祝
2024-12-23,全駐車場,11-12,345,313,740,42,78,1677,387,391,2417,38,月,平日
2024-12-24,全駐車場,10-11,439,198,720,66,90,1691,505,288,2411,28,火,平日
2024-12-25,全駐車場,13-14,414,363,792,64,79,1581,478,442,2373,77,水,平日
2024-12-26,全駐車場,11-12,376,354,756,52,53,1678,428,407,2434,60,木,平日
2024-12-27,全駐車場,13-14,458,408,803,83,83,1552,541,491,2355,77,金,平日
2024-12-28,全駐車場,14-15,515,495,1033,30,36,843,545,531,1876,113,土,土日祝
2024-12-29,全駐車場,14-15,631,429,1081,15,14,739,646,443,1820,123,日,土日祝
2024-12-30,全駐車場,13-14,463,426,808,24,16,902,487,442,1710,99,月,平日
2024-12-31,全駐車場,11-12,537,535,824,22,19,769,559,554,1593,105,火,平日
