0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年09月11日(月),2023年09月11日(月),2023年09月11日(月),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2026/03/28 18:29,印字時刻 2026/03/28 18:29,印字時刻 2026/03/28 18:29
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,3,43,1,4,598,1,7,641,0
,01-02,0,3,40,0,0,598,0,3,638,0
,02-03,2,4,38,3,2,599,5,6,637,0
,03-04,0,0,38,1,0,600,1,0,638,0
,04-05,0,0,38,13,1,611,13,1,649,0
,05-06,5,3,40,37,2,647,42,5,687,0
,06-07,18,1,54,167,25,782,185,26,836,0
,07-08,61,24,91,300,61,1021,361,85,1112,0
,08-09,127,31,188,609,90,1544,736,121,1732,1
,09-10,194,36,344,167,79,1633,361,115,1977,7
,10-11,318,152,507,42,70,1605,360,222,2112,16
,11-12,297,267,480,49,64,1411,346,331,1891,36
,12-13,273,319,500,79,93,1579,352,412,2079,56
,13-14,288,266,518,76,83,1571,364,349,2089,49
,14-15,263,268,516,71,62,1580,334,330,2096,52
,15-16,218,271,465,69,85,1565,287,356,2030,44
,16-17,234,300,396,64,106,1521,298,406,1917,44
,17-18,236,258,373,75,318,1283,311,576,1656,34
,18-19,243,268,351,71,310,1043,314,578,1394,45
,19-20,113,271,196,57,241,863,170,512,1059,30
,20-21,18,85,123,18,163,711,36,248,834,0
,21-22,11,29,104,18,81,649,29,110,753,0
,22-23,9,21,93,9,33,624,18,54,717,0
,23-24,1,8,85,7,16,615,8,24,700,0
,合　計,2929,2888,-,2003,1989,-,4932,4877,-,414
,,,,,,,,,,,
,総駐車時間,4553:47,4553:47,4553:47,34647:06,34647:06,34647:06,39200:53,39200:53,39200:53,
,平均駐車時間,1:35,1:35,1:35,17:36,17:36,17:36,8:04,8:04,8:04,
,回転率,1.02,1.02,1.02,1.07,1.07,1.07,1.04,1.04,1.04,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
