0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年09月27日(水),2023年09月27日(水),2023年09月27日(水),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2026/03/28 18:47,印字時刻 2026/03/28 18:47,印字時刻 2026/03/28 18:47
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,1,3,61,4,11,608,5,14,669,0
,01-02,0,1,60,2,2,609,2,3,669,0
,02-03,1,1,60,1,2,607,2,3,667,0
,03-04,0,1,59,2,1,608,2,2,667,0
,04-05,2,0,60,22,6,624,24,6,684,0
,05-06,8,1,61,36,1,657,44,2,718,0
,06-07,17,4,72,139,18,778,156,22,850,0
,07-08,87,38,120,291,62,1005,378,100,1125,0
,08-09,122,38,201,574,76,1495,696,114,1696,1
,09-10,252,46,406,169,96,1582,421,142,1988,2
,10-11,346,184,575,47,64,1563,393,248,2138,16
,11-12,309,278,600,57,70,1548,366,348,2148,39
,12-13,304,337,568,76,85,1540,380,422,2108,55
,13-14,299,329,538,50,70,1523,349,399,2061,74
,14-15,312,301,553,67,66,1521,379,367,2074,49
,15-16,308,327,538,62,63,1515,370,390,2053,59
,16-17,258,342,451,62,116,1463,320,458,1914,57
,17-18,311,315,445,64,268,1258,375,583,1703,57
,18-19,253,315,389,78,281,1058,331,596,1447,46
,19-20,133,304,215,53,232,890,186,536,1105,33
,20-21,23,106,132,24,154,749,47,260,881,0
,21-22,11,63,78,16,89,676,27,152,754,0
,22-23,5,27,63,10,51,631,15,78,694,0
,23-24,6,18,53,9,27,615,15,45,668,0
,合　計,3368,3379,-,1915,1911,-,5283,5290,-,488
,,,,,,,,,,,
,総駐車時間,5465:34,5465:34,5465:34,24739:39,24739:39,24739:39,30205:13,30205:13,30205:13,
,平均駐車時間,1:37,1:37,1:37,12:53,12:53,12:53,5:43,5:43,5:43,
,回転率,1.19,1.19,1.19,1.05,1.05,1.05,1.13,1.13,1.13,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
