0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年04月08日(火),2025年04月08日(火),2025年04月08日(火),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/20 16:26,印字時刻 2025/11/20 16:26,印字時刻 2025/11/20 16:26
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,3,7,124,3,12,686,6,19,810,0
,01-02,0,0,124,0,2,684,0,2,808,0
,02-03,1,1,124,3,2,685,4,3,809,0
,03-04,0,2,122,2,2,685,2,4,807,0
,04-05,1,0,123,13,1,697,14,1,820,0
,05-06,5,4,124,60,3,750,65,7,874,0
,06-07,11,2,133,142,14,879,153,16,1012,0
,07-08,123,37,219,280,70,1080,403,107,1299,0
,08-09,244,34,429,679,99,1670,923,133,2099,4
,09-10,270,44,649,184,99,1757,454,143,2406,2
,10-11,327,173,804,63,63,1755,390,236,2559,33
,11-12,262,288,789,48,62,1743,310,350,2532,35
,12-13,368,374,774,69,76,1737,437,450,2511,82
,13-14,326,336,767,58,72,1720,384,408,2487,74
,14-15,284,341,714,41,60,1703,325,401,2417,77
,15-16,256,370,606,63,78,1686,319,448,2292,90
,16-17,254,317,532,75,93,1667,329,410,2199,87
,17-18,305,304,534,80,296,1457,385,600,1991,62
,18-19,246,353,430,93,359,1194,339,712,1624,62
,19-20,126,243,316,56,255,990,182,498,1306,36
,20-21,26,151,186,18,169,842,44,320,1028,0
,21-22,6,28,164,16,93,761,22,121,925,0
,22-23,6,32,137,7,56,713,13,88,850,0
,23-24,5,10,132,12,24,700,17,34,832,0
,合　計,3455,3451,-,2065,2060,-,5520,5511,-,644
,,,,,,,,,,,
,総駐車時間,6248:31,6248:31,6248:31,28032:35,28032:35,28032:35,34281:06,34281:06,34281:06,
,平均駐車時間,1:49,1:49,1:49,13:27,13:27,13:27,6:12,6:12,6:12,
,回転率,0.87,0.87,0.87,3.41,3.41,3.41,1.21,1.21,1.21,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
