0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年04月16日(水),2025年04月16日(水),2025年04月16日(水),,,,,,,,
,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,印字時刻 2025/11/20 16:35,印字時刻 2025/11/20 16:35,印字時刻 2025/11/20 16:35
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,1,0,2,105,0,2,106,0
,01-02,2,1,2,1,1,105,3,2,107,0
,02-03,0,0,2,1,0,106,1,0,108,0
,03-04,0,0,2,0,0,106,0,0,108,0
,04-05,2,2,2,4,0,110,6,2,112,0
,05-06,1,0,3,23,1,130,24,1,133,0
,06-07,10,0,12,54,2,182,64,2,194,0
,07-08,24,8,29,67,13,238,91,21,267,0
,08-09,12,7,34,66,13,291,78,20,325,0
,09-10,25,6,53,28,13,306,53,19,359,1
,10-11,18,4,67,8,6,308,26,10,375,0
,11-12,21,12,76,14,8,314,35,20,390,0
,12-13,18,15,80,9,10,313,27,25,393,4
,13-14,22,21,80,5,7,310,27,28,390,1
,14-15,21,16,84,2,9,304,23,25,388,5
,15-16,11,35,63,8,12,300,19,47,363,8
,16-17,26,25,62,12,18,294,38,43,356,6
,17-18,16,25,55,10,25,279,26,50,334,7
,18-19,15,26,42,9,56,234,24,82,276,3
,19-20,7,14,35,10,52,190,17,66,225,1
,20-21,1,11,25,3,51,144,4,62,169,0
,21-22,2,6,21,3,22,123,5,28,144,0
,22-23,2,12,11,1,12,112,3,24,123,0
,23-24,1,5,7,2,5,110,3,10,117,0
,合　計,257,251,-,340,338,-,597,589,-,36
,,,,,,,,,,,
,総駐車時間,797:03,797:03,797:03,4265:26,4265:26,4265:26,5062:29,5062:29,5062:29,
,平均駐車時間,3:08,3:08,3:08,12:31,12:31,12:31,8:30,8:30,8:30,
,回転率,0.41,0.41,0.41,0,0,0,0.96,0.96,0.96,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
