0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年11月27日(月),2023年11月27日(月),2023年11月27日(月),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2026/03/28 19:55,印字時刻 2026/03/28 19:55,印字時刻 2026/03/28 19:55
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,2,7,56,3,4,623,5,11,679,0
,01-02,1,1,56,0,1,622,1,2,678,0
,02-03,0,0,56,2,0,624,2,0,680,0
,03-04,0,0,56,1,0,625,1,0,681,0
,04-05,0,1,55,18,0,643,18,1,698,0
,05-06,4,0,58,43,6,679,47,6,737,0
,06-07,13,3,68,151,16,813,164,19,881,0
,07-08,77,27,116,289,65,1036,366,92,1152,0
,08-09,115,38,192,623,93,1566,738,131,1758,2
,09-10,220,55,359,177,97,1652,397,152,2011,5
,10-11,340,157,545,58,76,1631,398,233,2176,20
,11-12,318,287,573,49,53,1624,367,340,2197,38
,12-13,303,329,549,53,86,1595,356,415,2144,51
,13-14,272,290,524,53,63,1583,325,353,2107,55
,14-15,299,308,521,55,65,1573,354,373,2094,60
,15-16,218,276,461,52,62,1563,270,338,2024,56
,16-17,217,283,394,67,109,1518,284,392,1912,47
,17-18,258,251,403,73,303,1298,331,554,1701,48
,18-19,283,283,404,90,320,1067,373,603,1471,32
,19-20,110,257,260,57,233,888,167,490,1148,35
,20-21,30,101,186,31,161,757,61,262,943,0
,21-22,12,86,116,17,97,676,29,183,792,0
,22-23,2,34,80,7,37,646,9,71,726,0
,23-24,2,9,73,9,19,636,11,28,709,0
,合　計,3096,3083,-,1978,1966,-,5074,5049,-,449
,,,,,,,,,,,
,総駐車時間,4878:09,4878:09,4878:09,39488:11,39488:11,39488:11,44366:20,44366:20,44366:20,
,平均駐車時間,1:35,1:35,1:35,19:52,19:52,19:52,8:44,8:44,8:44,
,回転率,1.09,1.09,1.09,1.08,1.08,1.08,1.09,1.09,1.09,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
