0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年11月04日(土),2023年11月04日(土),2023年11月04日(土),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2026/03/28 19:29,印字時刻 2026/03/28 19:29,印字時刻 2026/03/28 19:29
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,7,10,121,1,2,621,8,12,742,0
,01-02,0,5,116,6,6,621,6,11,737,0
,02-03,1,0,117,1,2,620,2,2,737,0
,03-04,0,0,117,1,1,620,1,1,737,0
,04-05,0,0,117,11,3,628,11,3,745,0
,05-06,3,2,117,12,6,634,15,8,751,0
,06-07,12,5,124,22,6,648,34,11,772,0
,07-08,37,10,151,51,20,682,88,30,833,0
,08-09,122,26,246,93,22,751,215,48,997,1
,09-10,368,56,546,65,30,786,433,86,1332,6
,10-11,780,293,1042,23,21,790,803,314,1832,24
,11-12,664,629,1080,28,23,793,692,652,1873,84
,12-13,581,595,1063,27,23,799,608,618,1862,87
,13-14,600,583,1083,27,32,794,627,615,1877,109
,14-15,666,644,1108,18,32,779,684,676,1887,114
,15-16,539,650,1004,28,22,785,567,672,1789,110
,16-17,319,613,700,28,23,791,347,636,1491,119
,17-18,304,409,592,31,55,766,335,464,1358,70
,18-19,199,343,453,22,57,731,221,400,1184,62
,19-20,80,248,289,20,54,699,100,302,988,48
,20-21,22,81,224,11,47,661,33,128,885,0
,21-22,36,64,195,13,33,641,49,97,836,0
,22-23,15,57,154,7,22,626,22,79,780,0
,23-24,8,24,138,2,7,621,10,31,759,0
,合　計,5363,5347,-,548,549,-,5911,5896,-,834
,,,,,,,,,,,
,総駐車時間,9423:54,9423:54,9423:54,7525:18,7525:18,7525:18,16949:12,16949:12,16949:12,
,平均駐車時間,1:46,1:46,1:46,14:18,14:18,14:18,2:53,2:53,2:53,
,回転率,1.89,1.89,1.89,0.29,0.29,0.29,1.26,1.26,1.26,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
