0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年11月09日(木),2023年11月09日(木),2023年11月09日(木),,,,,,,,
,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,印字時刻 2026/03/28 19:35,印字時刻 2026/03/28 19:35,印字時刻 2026/03/28 19:35
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,2,36,1,1,119,1,3,155,0
,01-02,0,0,36,0,1,118,0,1,154,0
,02-03,0,0,36,0,0,118,0,0,154,0
,03-04,0,1,35,0,0,118,0,1,153,0
,04-05,0,0,35,3,0,121,3,0,156,0
,05-06,1,0,36,11,1,131,12,1,167,0
,06-07,8,2,42,27,5,152,35,7,194,0
,07-08,21,7,54,40,13,176,61,20,230,0
,08-09,48,12,91,103,20,262,151,32,353,1
,09-10,123,9,202,40,16,287,163,25,489,1
,10-11,219,97,328,9,12,282,228,109,610,11
,11-12,227,181,368,16,4,296,243,185,664,40
,12-13,228,234,368,11,17,289,239,251,657,64
,13-14,209,224,357,11,16,286,220,240,643,45
,14-15,201,232,322,8,10,283,209,242,605,49
,15-16,184,204,302,9,14,278,193,218,580,51
,16-17,178,215,266,15,16,277,193,231,543,59
,17-18,184,205,239,23,54,246,207,259,485,37
,18-19,183,185,240,14,51,209,197,236,449,31
,19-20,135,202,181,9,37,182,144,239,363,30
,20-21,16,95,96,6,36,152,22,131,248,0
,21-22,8,38,67,2,20,133,10,58,200,0
,22-23,7,25,48,2,9,126,9,34,174,0
,23-24,3,9,42,1,5,122,4,14,164,0
,合　計,2183,2179,-,361,358,-,2544,2537,-,419
,,,,,,,,,,,
,総駐車時間,3151:00,3151:00,3151:00,4672:40,4672:40,4672:40,7823:40,7823:40,7823:40,
,平均駐車時間,1:27,1:27,1:27,13:30,13:30,13:30,3:06,3:06,3:06,
,回転率,2.2,2.2,2.2,0,0,0,2.55,2.55,2.55,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
