0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年10月19日(木),2023年10月19日(木),2023年10月19日(木),,,,,,,,
,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,印字時刻 2026/03/28 19:12,印字時刻 2026/03/28 19:12,印字時刻 2026/03/28 19:12
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,1,1,23,0,4,116,1,5,139,0
,01-02,2,2,23,0,1,115,2,3,138,0
,02-03,0,0,23,0,0,115,0,0,138,0
,03-04,0,0,23,0,0,115,0,0,138,0
,04-05,0,0,23,4,0,119,4,0,142,0
,05-06,1,2,22,5,1,123,6,3,145,0
,06-07,6,1,27,28,5,145,34,6,172,0
,07-08,15,11,30,32,12,167,47,23,197,0
,08-09,37,8,59,116,17,263,153,25,322,1
,09-10,102,14,142,45,19,291,147,33,433,4
,10-11,231,76,302,9,8,291,240,84,593,17
,11-12,214,179,341,11,8,295,225,187,636,31
,12-13,208,237,310,10,15,289,218,252,599,49
,13-14,203,211,300,11,17,284,214,228,584,44
,14-15,186,205,284,4,12,276,190,217,560,43
,15-16,148,201,224,13,9,281,161,210,505,50
,16-17,176,181,225,19,21,278,195,202,503,42
,17-18,199,191,230,12,56,234,211,247,464,42
,18-19,180,195,213,12,56,190,192,251,403,37
,19-20,94,182,135,11,40,162,105,222,297,24
,20-21,19,75,76,4,32,133,23,107,209,0
,21-22,4,43,35,9,7,135,13,50,170,0
,22-23,2,16,20,0,11,124,2,27,144,0
,23-24,2,4,18,1,9,117,3,13,135,0
,合　計,2030,2035,-,356,360,-,2386,2395,-,384
,,,,,,,,,,,
,総駐車時間,2755:37,2755:37,2755:37,6342:47,6342:47,6342:47,9098:24,9098:24,9098:24,
,平均駐車時間,1:21,1:21,1:21,17:49,17:49,17:49,3:48,3:48,3:48,
,回転率,2.06,2.06,2.06,0,0,0,2.42,2.42,2.42,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
