0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年10月08日(日),2023年10月08日(日),2023年10月08日(日),,,,,,,,
,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,印字時刻 2026/03/28 19:00,印字時刻 2026/03/28 19:00,印字時刻 2026/03/28 19:00
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,5,5,0,1,53,0,6,58,0
,01-02,0,0,5,0,0,53,0,0,58,0
,02-03,0,0,5,0,0,53,0,0,58,0
,03-04,1,1,5,0,1,52,1,2,57,0
,04-05,0,0,5,1,1,52,1,1,57,0
,05-06,1,1,5,2,0,54,3,1,59,0
,06-07,4,0,9,1,0,55,5,0,64,0
,07-08,9,2,16,2,1,56,11,3,72,0
,08-09,34,2,46,0,1,55,34,3,101,0
,09-10,59,8,96,5,3,57,64,11,153,1
,10-11,80,32,148,0,2,55,80,34,203,3
,11-12,77,47,176,2,2,55,79,49,231,3
,12-13,66,52,193,0,3,52,66,55,245,9
,13-14,64,73,182,2,2,52,66,75,234,17
,14-15,61,84,159,2,1,53,63,85,212,14
,15-16,43,73,129,0,2,51,43,75,180,10
,16-17,40,58,113,4,1,54,44,59,167,9
,17-18,23,61,74,0,0,54,23,61,128,12
,18-19,15,40,50,2,0,56,17,40,106,6
,19-20,3,16,35,1,2,55,4,18,90,3
,20-21,3,9,29,2,1,56,5,10,85,0
,21-22,0,16,13,0,3,53,0,19,66,0
,22-23,3,11,5,0,1,52,3,12,57,0
,23-24,0,2,3,0,0,52,0,2,55,0
,合　計,586,593,-,26,28,-,612,621,-,87
,,,,,,,,,,,
,総駐車時間,1758:30,1758:30,1758:30,712:50,712:50,712:50,2471:20,2471:20,2471:20,
,平均駐車時間,2:59,2:59,2:59,27:25,27:25,27:25,4:01,4:01,4:01,
,回転率,0.94,0.94,0.94,0,0,0,0.98,0.98,0.98,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
