0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2026年03月27日(金),2026年03月27日(金),2026年03月27日(金),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2026/04/01 14:29,印字時刻 2026/04/01 14:29,印字時刻 2026/04/01 14:29
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,2,6,206,6,20,700,8,26,906,0
,01-02,1,5,201,2,2,699,3,7,900,0
,02-03,1,0,202,1,4,696,2,4,898,0
,03-04,1,1,202,4,1,699,5,2,901,0
,04-05,1,2,201,7,3,703,8,5,904,0
,05-06,3,0,204,55,3,752,58,3,956,0
,06-07,19,6,216,124,12,862,143,18,1078,0
,07-08,37,11,243,298,65,1099,335,76,1342,0
,08-09,114,27,325,691,108,1680,805,135,2005,6
,09-10,321,64,579,201,116,1768,522,180,2347,3
,10-11,329,160,756,62,119,1712,391,279,2468,22
,11-12,335,327,765,72,77,1709,407,404,2474,56
,12-13,280,322,716,80,108,1678,360,430,2394,87
,13-14,361,305,775,81,80,1679,442,385,2454,69
,14-15,347,328,797,78,83,1674,425,411,2471,83
,15-16,327,372,754,82,64,1694,409,436,2448,70
,16-17,316,385,682,112,107,1696,428,492,2378,80
,17-18,324,333,669,117,309,1512,441,642,2181,77
,18-19,389,325,739,112,354,1266,501,679,2005,64
,19-20,180,324,598,65,239,1093,245,563,1691,66
,20-21,61,216,441,31,183,940,92,399,1381,0
,21-22,20,116,346,19,106,851,39,222,1197,0
,22-23,13,87,271,11,77,785,24,164,1056,0
,23-24,7,38,238,7,36,756,14,74,994,0
,合　計,3789,3760,-,2318,2276,-,6107,6036,-,683
,,,,,,,,,,,
,総駐車時間,7121:52,7121:52,7121:52,30379:07,30379:07,30379:07,37500:59,37500:59,37500:59,
,平均駐車時間,1:52,1:52,1:52,13:39,13:39,13:39,6:12,6:12,6:12,
,回転率,0.96,0.96,0.96,3.65,3.65,3.65,1.32,1.32,1.32,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
