0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年05月12日(日),2024年05月12日(日),2024年05月12日(日),,,,,,,,
,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,印字時刻 2025/11/21 16:38,印字時刻 2025/11/21 16:38,印字時刻 2025/11/21 16:38
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,3,0,0,21,0,0,24,0
,01-02,0,0,3,0,0,21,0,0,24,0
,02-03,0,0,3,2,0,23,2,0,26,0
,03-04,0,1,2,0,0,23,0,1,25,0
,04-05,0,0,2,4,0,27,4,0,29,0
,05-06,0,0,2,2,0,29,2,0,31,0
,06-07,0,0,2,2,3,28,2,3,30,0
,07-08,0,0,2,1,0,29,1,0,31,0
,08-09,1,1,2,9,3,35,10,4,37,0
,09-10,2,0,4,4,3,36,6,3,40,0
,10-11,1,2,3,2,2,36,3,4,39,0
,11-12,0,1,2,4,3,37,4,4,39,0
,12-13,1,1,2,2,1,38,3,2,40,0
,13-14,2,1,3,4,5,37,6,6,40,0
,14-15,4,0,7,2,2,37,6,2,44,0
,15-16,7,7,7,0,5,32,7,12,39,0
,16-17,0,4,3,1,2,31,1,6,34,0
,17-18,0,1,2,2,5,28,2,6,30,0
,18-19,0,0,2,4,2,30,4,2,32,0
,19-20,0,0,2,0,5,25,0,5,27,0
,20-21,1,1,2,0,0,25,1,1,27,0
,21-22,0,0,2,1,3,23,1,3,25,0
,22-23,1,2,2,0,2,21,1,4,23,0
,23-24,0,0,1,0,0,21,0,0,22,0
,合　計,20,22,-,46,46,-,66,68,-,0
,,,,,,,,,,,
,総駐車時間,29:34,29:34,29:34,816:05,816:05,816:05,845:39,845:39,845:39,
,平均駐車時間,1:14,1:14,1:14,14:04,14:04,14:04,10:19,10:19,10:19,
,回転率,0.38,0.38,0.38,0.45,0.45,0.45,0.43,0.43,0.43,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
