0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年01月30日(木),2025年01月30日(木),2025年01月30日(木),,,,,,,,
,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,印字時刻 2025/11/21 21:20,印字時刻 2025/11/21 21:20,印字時刻 2025/11/21 21:20
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,2,3,40,0,0,83,2,3,123,0
,01-02,0,2,38,0,0,83,0,2,121,0
,02-03,0,0,38,0,0,83,0,0,121,0
,03-04,0,1,37,0,0,83,0,1,120,0
,04-05,0,0,37,3,0,86,3,0,123,0
,05-06,1,1,37,7,1,91,8,2,128,0
,06-07,8,1,44,19,0,111,27,1,155,0
,07-08,22,9,58,30,7,134,52,16,192,0
,08-09,43,27,72,82,21,192,125,48,264,5
,09-10,153,9,217,44,18,221,197,27,438,2
,10-11,264,83,391,17,10,228,281,93,619,17
,11-12,246,199,441,8,8,227,254,207,668,34
,12-13,226,281,394,8,10,226,234,291,620,67
,13-14,174,227,336,10,13,223,184,240,559,63
,14-15,201,205,333,7,2,228,208,207,561,58
,15-16,202,219,316,3,7,224,205,226,540,59
,16-17,202,226,295,17,12,229,219,238,524,55
,17-18,205,219,279,17,51,196,222,270,475,54
,18-19,206,222,263,12,55,153,218,277,416,38
,19-20,103,171,203,12,41,123,115,212,326,25
,20-21,16,104,113,4,20,107,20,124,220,0
,21-22,7,44,71,3,12,98,10,56,169,0
,22-23,4,26,47,2,8,92,6,34,139,0
,23-24,2,9,40,1,6,87,3,15,127,0
,合　計,2287,2288,-,306,302,-,2593,2590,-,477
,,,,,,,,,,,
,総駐車時間,3597:36,3597:36,3597:36,4004:04,4004:04,4004:04,7601:40,7601:40,7601:40,
,平均駐車時間,1:35,1:35,1:35,13:16,13:16,13:16,2:57,2:57,2:57,
,回転率,2.48,2.48,2.48,0,0,0,2.81,2.81,2.81,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
