0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年01月02日(木),2025年01月02日(木),2025年01月02日(木),,,,,,,,
,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,印字時刻 2025/11/21 20:51,印字時刻 2025/11/21 20:51,印字時刻 2025/11/21 20:51
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,1,7,1,0,17,1,1,24,0
,01-02,0,0,7,0,0,17,0,0,24,0
,02-03,0,0,7,1,1,16,1,1,23,0
,03-04,0,0,7,2,0,18,2,0,25,0
,04-05,0,0,7,4,0,23,4,0,30,0
,05-06,0,0,7,1,0,24,1,0,31,0
,06-07,0,0,7,0,0,24,0,0,31,0
,07-08,0,0,7,1,0,25,1,0,32,0
,08-09,0,0,7,10,2,32,10,2,39,0
,09-10,1,0,8,5,1,37,6,1,45,0
,10-11,1,1,8,2,2,37,3,3,45,0
,11-12,0,0,8,1,1,37,1,1,45,0
,12-13,1,1,8,1,1,37,2,2,45,0
,13-14,2,0,10,1,3,35,3,3,45,0
,14-15,1,1,10,4,5,34,5,6,44,0
,15-16,1,3,9,0,2,32,1,5,41,0
,16-17,3,4,7,0,1,31,3,5,38,0
,17-18,0,0,7,1,4,28,1,4,35,0
,18-19,0,0,7,3,2,29,3,2,36,0
,19-20,0,0,7,0,4,25,0,4,32,0
,20-21,0,0,7,0,2,24,0,2,31,0
,21-22,0,0,7,3,6,20,3,6,27,0
,22-23,0,0,7,0,2,18,0,2,25,0
,23-24,0,0,7,0,0,18,0,0,25,0
,合　計,10,11,-,41,39,-,51,50,-,0
,,,,,,,,,,,
,総駐車時間,10:51,10:51,10:51,350:15,350:15,350:15,361:06,361:06,361:06,
,平均駐車時間,0:59,0:59,0:59,9:13,9:13,9:13,7:22,7:22,7:22,
,回転率,0.17,0.17,0.17,0.29,0.29,0.29,0.26,0.26,0.26,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
