0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年01月12日(日),2025年01月12日(日),2025年01月12日(日),,,,,,,,
,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,印字時刻 2025/11/21 21:01,印字時刻 2025/11/21 21:01,印字時刻 2025/11/21 21:01
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,9,0,2,21,0,2,30,0
,01-02,0,0,9,0,0,21,0,0,30,0
,02-03,0,0,9,0,0,21,0,0,30,0
,03-04,0,0,9,0,1,20,0,1,29,0
,04-05,0,0,9,1,0,21,1,0,30,0
,05-06,0,0,9,1,0,22,1,0,31,0
,06-07,0,0,9,3,0,25,3,0,34,0
,07-08,11,1,19,1,0,26,12,1,45,0
,08-09,12,1,29,1,0,27,13,1,56,0
,09-10,31,20,41,1,3,25,32,23,66,0
,10-11,57,33,65,0,1,24,57,34,89,0
,11-12,55,20,100,4,4,25,59,24,125,0
,12-13,48,34,114,0,1,23,48,35,137,0
,13-14,57,39,132,1,1,23,58,40,155,0
,14-15,37,45,125,2,2,23,39,47,148,0
,15-16,26,65,86,1,0,24,27,65,110,0
,16-17,13,57,42,0,1,23,13,58,65,0
,17-18,4,30,15,1,2,22,5,32,37,0
,18-19,3,4,14,2,0,24,5,4,38,0
,19-20,0,3,11,3,3,24,3,6,35,0
,20-21,1,4,8,0,2,22,1,6,30,0
,21-22,0,0,8,0,1,21,0,1,29,0
,22-23,0,0,8,0,1,20,0,1,28,0
,23-24,0,1,7,0,1,19,0,2,26,0
,合　計,355,357,-,22,26,-,377,383,-,0
,,,,,,,,,,,
,総駐車時間,738:02,738:02,738:02,458:12,458:12,458:12,1196:14,1196:14,1196:14,
,平均駐車時間,2:04,2:04,2:04,16:58,16:58,16:58,3:07,3:07,3:07,
,回転率,1.44,1.44,1.44,0,0,0,1.55,1.55,1.55,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
