0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年01月21日(火),2025年01月21日(火),2025年01月21日(火),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 21:10,印字時刻 2025/11/21 21:10,印字時刻 2025/11/21 21:10
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,2,2,76,1,13,656,3,15,732,0
,01-02,1,1,77,0,1,655,1,2,732,0
,02-03,4,4,76,2,0,657,6,4,733,0
,03-04,0,0,76,2,0,659,2,0,735,0
,04-05,0,3,73,13,5,667,13,8,740,0
,05-06,5,0,78,53,2,714,58,2,792,0
,06-07,23,2,98,125,11,826,148,13,924,0
,07-08,109,39,163,304,61,1065,413,100,1228,0
,08-09,160,43,269,668,97,1636,828,140,1905,3
,09-10,295,47,520,203,121,1726,498,168,2246,5
,10-11,344,156,708,60,94,1692,404,250,2400,19
,11-12,287,324,681,66,61,1697,353,385,2378,60
,12-13,277,350,603,84,91,1691,361,441,2294,72
,13-14,323,301,615,71,71,1692,394,372,2307,63
,14-15,294,286,634,69,70,1691,363,356,2325,49
,15-16,277,302,605,73,62,1698,350,364,2303,56
,16-17,264,349,526,72,120,1655,336,469,2181,77
,17-18,254,348,425,99,315,1440,353,663,1865,50
,18-19,215,291,349,100,355,1189,315,646,1538,44
,19-20,121,219,263,42,251,977,163,470,1240,20
,20-21,22,122,166,29,170,835,51,292,1001,0
,21-22,14,55,124,10,111,734,24,166,858,0
,22-23,18,36,106,18,56,694,36,92,800,0
,23-24,7,17,97,2,25,671,9,42,768,0
,合　計,3316,3297,-,2166,2163,-,5482,5460,-,518
,,,,,,,,,,,
,総駐車時間,6011:37,6011:37,6011:37,34564:39,34564:39,34564:39,40576:16,40576:16,40576:16,
,平均駐車時間,1:50,1:50,1:50,16:18,16:18,16:18,7:30,7:30,7:30,
,回転率,0.86,0.86,0.86,3.48,3.48,3.48,1.22,1.22,1.22,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
