0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年08月06日(水),2025年08月06日(水),2025年08月06日(水),,,,,,,,
,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,印字時刻 2025/11/19 12:32,印字時刻 2025/11/19 12:32,印字時刻 2025/11/19 12:32
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,4,0,0,29,0,0,33,0
,01-02,0,0,4,0,0,29,0,0,33,0
,02-03,0,0,4,0,0,29,0,0,33,0
,03-04,0,0,4,0,0,29,0,0,33,0
,04-05,0,0,4,3,0,32,3,0,36,0
,05-06,0,0,4,10,0,41,10,0,45,0
,06-07,0,0,4,29,0,70,29,0,74,0
,07-08,2,1,5,40,2,108,42,3,113,0
,08-09,14,4,15,20,6,123,34,10,138,0
,09-10,18,5,28,6,6,124,24,11,152,0
,10-11,53,14,66,4,5,122,57,19,188,0
,11-12,42,23,87,4,1,125,46,24,212,0
,12-13,20,37,70,2,3,124,22,40,194,0
,13-14,34,17,84,6,2,129,40,19,213,0
,14-15,17,39,65,2,2,128,19,41,193,0
,15-16,25,40,51,2,4,126,27,44,177,0
,16-17,9,31,29,2,9,118,11,40,147,0
,17-18,17,23,21,4,16,107,21,39,128,0
,18-19,7,11,17,6,21,92,13,32,109,0
,19-20,1,5,14,2,31,63,3,36,77,0
,20-21,0,5,8,1,13,51,1,18,59,0
,21-22,2,3,7,0,7,44,2,10,51,0
,22-23,1,2,6,0,10,34,1,12,40,0
,23-24,0,2,4,0,2,32,0,4,36,0
,合　計,262,262,-,143,140,-,405,402,-,0
,,,,,,,,,,,
,総駐車時間,479:58,479:58,479:58,1944:40,1944:40,1944:40,2424:38,2424:38,2424:38,
,平均駐車時間,1:49,1:49,1:49,13:19,13:19,13:19,5:55,5:55,5:55,
,回転率,1.06,1.06,1.06,0,0,0,1.65,1.65,1.65,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
