0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年07月13日(木),2023年07月13日(木),2023年07月13日(木),,,,,,,,
,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,印字時刻 2026/03/28 17:22,印字時刻 2026/03/28 17:22,印字時刻 2026/03/28 17:22
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,7,0,3,201,0,3,208,0
,01-02,0,0,7,0,0,201,0,0,208,0
,02-03,0,0,7,0,0,201,0,0,208,0
,03-04,0,0,7,0,0,201,0,0,208,0
,04-05,0,0,7,1,1,201,1,1,208,0
,05-06,0,0,7,2,0,203,2,0,210,0
,06-07,0,0,7,13,0,215,13,0,222,0
,07-08,1,1,7,43,9,249,44,10,256,0
,08-09,12,1,16,158,20,387,170,21,403,0
,09-10,43,9,52,60,36,412,103,45,464,0
,10-11,35,31,56,17,44,385,52,75,441,0
,11-12,17,29,44,19,27,376,36,56,420,0
,12-13,15,28,32,14,27,364,29,55,396,0
,13-14,19,14,35,23,23,361,42,37,396,0
,14-15,31,29,39,30,17,377,61,46,416,0
,15-16,16,25,29,24,20,381,40,45,410,0
,16-17,9,19,19,27,23,383,36,42,402,0
,17-18,10,9,20,40,45,379,50,54,399,0
,18-19,9,9,20,21,80,324,30,89,344,0
,19-20,1,5,17,19,57,283,20,62,300,0
,20-21,1,8,9,3,46,242,4,54,251,0
,21-22,0,0,9,1,21,221,1,21,230,0
,22-23,2,3,8,0,13,207,2,16,215,0
,23-24,0,0,8,0,4,203,0,4,211,0
,合　計,221,220,-,515,516,-,736,736,-,0
,,,,,,,,,,,
,総駐車時間,284:25,284:25,284:25,6738:30,6738:30,6738:30,7022:55,7022:55,7022:55,
,平均駐車時間,1:18,1:18,1:18,13:21,13:21,13:21,9:41,9:41,9:41,
,回転率,1.71,1.71,1.71,0.9,0.9,0.9,1.05,1.05,1.05,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
