0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年07月21日(金),2023年07月21日(金),2023年07月21日(金),,,,,,,,
,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,印字時刻 2026/03/28 17:31,印字時刻 2026/03/28 17:31,印字時刻 2026/03/28 17:31
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,2,23,1,4,82,1,6,105,0
,01-02,0,1,22,0,0,82,0,1,104,0
,02-03,1,0,23,0,0,82,1,0,105,0
,03-04,0,0,23,2,1,82,2,1,105,0
,04-05,0,0,23,3,1,85,3,1,108,0
,05-06,0,1,22,8,0,93,8,1,115,0
,06-07,5,0,27,27,2,117,32,2,144,0
,07-08,19,4,41,29,13,134,48,17,175,0
,08-09,27,13,56,73,14,194,100,27,250,2
,09-10,93,15,132,41,14,220,134,29,352,2
,10-11,235,74,296,8,3,225,243,77,521,15
,11-12,209,181,319,7,3,229,216,184,548,29
,12-13,220,218,330,9,17,220,229,235,550,43
,13-14,221,231,319,8,12,217,229,243,536,49
,14-15,200,188,325,3,9,211,203,197,536,54
,15-16,216,220,320,10,12,210,226,232,530,57
,16-17,301,249,369,16,20,205,317,269,574,55
,17-18,248,257,366,11,39,178,259,296,544,50
,18-19,342,270,442,14,45,146,356,315,588,50
,19-20,153,271,326,13,25,134,166,296,460,44
,20-21,25,156,191,4,27,111,29,183,302,0
,21-22,16,95,110,3,12,102,19,107,212,0
,22-23,8,43,77,2,17,88,10,60,165,0
,23-24,1,19,58,2,8,81,3,27,139,0
,合　計,2540,2508,-,294,298,-,2834,2806,-,450
,,,,,,,,,,,
,総駐車時間,3880:37,3880:37,3880:37,3992:54,3992:54,3992:54,7873:31,7873:31,7873:31,
,平均駐車時間,1:31,1:31,1:31,13:49,13:49,13:49,2:47,2:47,2:47,
,回転率,2.57,2.57,2.57,0,0,0,2.87,2.87,2.87,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
