0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年07月03日(月),2023年07月03日(月),2023年07月03日(月),,,,,,,,
,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,印字時刻 2026/03/28 17:11,印字時刻 2026/03/28 17:11,印字時刻 2026/03/28 17:11
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,0,0,0,24,0,0,24,0
,01-02,0,0,0,0,0,24,0,0,24,0
,02-03,0,0,0,0,0,24,0,0,24,0
,03-04,0,0,0,0,0,24,0,0,24,0
,04-05,0,0,0,2,0,26,2,0,26,0
,05-06,0,0,0,9,0,35,9,0,35,0
,06-07,0,0,0,36,1,67,36,1,67,0
,07-08,23,15,8,35,3,101,58,18,109,0
,08-09,7,14,0,34,5,132,41,19,132,0
,09-10,3,2,0,10,6,135,13,8,135,0
,10-11,3,2,1,1,2,134,4,4,135,0
,11-12,2,1,2,4,1,137,6,2,139,0
,12-13,4,6,1,1,3,135,5,9,136,0
,13-14,2,4,0,3,3,135,5,7,135,0
,14-15,7,6,0,6,2,139,13,8,139,0
,15-16,3,1,1,2,2,139,5,3,140,0
,16-17,5,5,1,2,17,124,7,22,125,0
,17-18,1,3,0,2,19,107,3,22,107,0
,18-19,1,2,0,5,18,95,6,20,95,0
,19-20,0,0,0,3,38,62,3,38,62,0
,20-21,0,0,0,2,18,43,2,18,43,0
,21-22,0,0,0,0,12,31,0,12,31,0
,22-23,0,0,0,1,3,28,1,3,28,0
,23-24,1,1,0,0,2,27,1,3,27,0
,合　計,62,62,-,158,155,-,220,217,-,0
,,,,,,,,,,,
,総駐車時間,18:55,18:55,18:55,1882:40,1882:40,1882:40,1901:35,1901:35,1901:35,
,平均駐車時間,0:20,0:20,0:20,11:55,11:55,11:55,8:48,8:48,8:48,
,回転率,1.71,1.71,1.71,0.73,0.73,0.73,0.86,0.86,0.86,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
