0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年07月19日(水),2023年07月19日(水),2023年07月19日(水),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2026/03/28 17:29,印字時刻 2026/03/28 17:29,印字時刻 2026/03/28 17:29
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,4,8,61,2,14,609,6,22,670,0
,01-02,0,0,61,2,2,609,2,2,670,0
,02-03,2,2,61,1,1,609,3,3,670,0
,03-04,0,1,60,1,1,609,1,2,669,0
,04-05,2,0,62,15,1,623,17,1,685,0
,05-06,2,0,64,41,1,660,43,1,724,0
,06-07,20,2,81,149,19,791,169,21,872,0
,07-08,65,32,114,275,57,1007,340,89,1121,0
,08-09,124,42,196,594,73,1524,718,115,1720,4
,09-10,266,54,403,174,104,1601,440,158,2004,4
,10-11,389,167,627,60,74,1587,449,241,2214,14
,11-12,353,333,649,42,50,1580,395,383,2229,40
,12-13,346,347,656,49,69,1561,395,416,2217,50
,13-14,277,322,613,43,62,1541,320,384,2154,70
,14-15,309,332,581,57,54,1545,366,386,2126,57
,15-16,251,357,478,57,68,1534,308,425,2012,71
,16-17,255,317,415,75,114,1496,330,431,1911,50
,17-18,305,285,437,61,318,1244,366,603,1681,49
,18-19,255,340,350,81,301,1019,336,641,1369,50
,19-20,109,243,219,46,235,834,155,478,1053,29
,20-21,17,102,131,29,148,711,46,250,842,0
,21-22,13,53,90,10,78,642,23,131,732,0
,22-23,12,37,65,10,44,609,22,81,674,0
,23-24,6,15,59,7,20,596,13,35,655,0
,合　計,3382,3391,-,1881,1908,-,5263,5299,-,488
,,,,,,,,,,,
,総駐車時間,5798:13,5798:13,5798:13,27667:43,27667:43,27667:43,33465:56,33465:56,33465:56,
,平均駐車時間,1:43,1:43,1:43,14:34,14:34,14:34,6:21,6:21,6:21,
,回転率,1.19,1.19,1.19,1.04,1.04,1.04,1.13,1.13,1.13,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
