0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年04月30日(日),2023年04月30日(日),2023年04月30日(日),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2026/03/28 15:55,印字時刻 2026/03/28 15:55,印字時刻 2026/03/28 15:55
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,5,83,5,7,609,5,12,692,0
,01-02,5,1,87,2,4,607,7,5,694,0
,02-03,0,4,84,1,1,607,1,5,691,0
,03-04,0,0,84,2,0,609,2,0,693,0
,04-05,1,2,83,6,1,614,7,3,697,0
,05-06,1,1,83,5,5,614,6,6,697,0
,06-07,11,3,88,11,1,623,22,4,711,0
,07-08,18,11,96,28,8,644,46,19,740,0
,08-09,65,13,144,55,19,680,120,32,824,3
,09-10,341,38,436,56,23,712,397,61,1148,5
,10-11,697,222,912,21,15,719,718,237,1631,24
,11-12,581,476,1033,16,12,723,597,488,1756,59
,12-13,540,548,1022,17,15,725,557,563,1747,105
,13-14,597,481,1125,23,19,729,620,500,1854,98
,14-15,562,587,1111,24,18,733,586,605,1844,125
,15-16,465,652,927,8,28,714,473,680,1641,122
,16-17,381,612,696,16,16,715,397,628,1411,86
,17-18,330,510,514,17,25,706,347,535,1220,101
,18-19,221,390,344,22,29,700,243,419,1044,73
,19-20,113,275,190,10,35,676,123,310,866,36
,20-21,12,80,115,8,41,643,20,121,758,0
,21-22,9,40,87,5,16,631,14,56,718,0
,22-23,8,26,73,4,13,622,12,39,695,0
,23-24,1,6,70,1,8,615,2,14,685,0
,合　計,4959,4983,-,363,359,-,5322,5342,-,837
,,,,,,,,,,,
,総駐車時間,9089:34,9089:34,9089:34,9423:05,9423:05,9423:05,18512:39,18512:39,18512:39,
,平均駐車時間,1:48,1:48,1:48,21:05,21:05,21:05,3:23,3:23,3:23,
,回転率,1.77,1.77,1.77,0.24,0.24,0.24,1.17,1.17,1.17,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
