0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年09月27日(金),2024年09月27日(金),2024年09月27日(金),,,,,,,,
,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,印字時刻 2025/11/21 19:05,印字時刻 2025/11/21 19:05,印字時刻 2025/11/21 19:05
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,1,19,1,4,68,1,5,87,0
,01-02,1,1,19,0,0,68,1,1,87,0
,02-03,0,1,18,0,0,68,0,1,86,0
,03-04,0,0,18,0,0,68,0,0,86,0
,04-05,1,0,19,6,0,73,7,0,92,0
,05-06,3,0,22,14,1,87,17,1,109,0
,06-07,11,0,33,41,2,126,52,2,159,0
,07-08,39,12,58,53,6,171,92,18,229,0
,08-09,17,7,70,58,14,217,75,21,287,1
,09-10,24,4,90,18,8,227,42,12,317,0
,10-11,29,13,106,11,5,233,40,18,339,2
,11-12,26,13,117,6,15,226,32,28,343,1
,12-13,30,19,131,11,6,230,41,25,361,1
,13-14,22,20,132,5,1,233,27,21,365,4
,14-15,22,29,125,2,10,225,24,39,350,6
,15-16,20,32,112,6,8,224,26,40,336,4
,16-17,14,30,98,7,15,217,21,45,315,3
,17-18,18,31,84,6,25,196,24,56,280,6
,18-19,18,17,84,10,38,171,28,55,255,2
,19-20,14,21,78,7,39,139,21,60,217,2
,20-21,3,17,64,1,34,105,4,51,169,0
,21-22,3,16,51,2,20,85,5,36,136,0
,22-23,0,8,43,2,12,75,2,20,118,0
,23-24,0,12,31,1,12,64,1,24,95,0
,合　計,315,304,-,268,275,-,583,579,-,32
,,,,,,,,,,,
,総駐車時間,1250:37,1250:37,1250:37,3499:36,3499:36,3499:36,4750:13,4750:13,4750:13,
,平均駐車時間,4:17,4:17,4:17,13:21,13:21,13:21,8:34,8:34,8:34,
,回転率,0.47,0.47,0.47,0,0,0,0.89,0.89,0.89,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
