0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年09月06日(金),2024年09月06日(金),2024年09月06日(金),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 18:42,印字時刻 2025/11/21 18:42,印字時刻 2025/11/21 18:42
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,2,5,137,2,19,612,4,24,749,0
,01-02,1,3,135,1,2,611,2,5,746,0
,02-03,1,1,135,1,1,611,2,2,746,0
,03-04,0,1,134,3,1,613,3,2,747,0
,04-05,1,1,135,17,0,630,18,1,765,0
,05-06,9,3,140,38,5,662,47,8,802,0
,06-07,20,3,154,140,15,784,160,18,938,0
,07-08,82,45,193,279,61,1000,361,106,1193,0
,08-09,136,32,297,618,83,1535,754,115,1832,2
,09-10,251,39,505,205,113,1633,456,152,2138,2
,10-11,370,159,721,76,78,1632,446,237,2353,19
,11-12,324,294,749,56,48,1637,380,342,2386,39
,12-13,326,350,730,69,105,1602,395,455,2332,58
,13-14,308,271,757,79,88,1591,387,359,2348,59
,14-15,299,308,751,68,75,1588,367,383,2339,61
,15-16,294,336,717,82,72,1595,376,408,2312,69
,16-17,312,439,583,80,116,1561,392,555,2144,48
,17-18,313,353,545,98,332,1331,411,685,1876,64
,18-19,362,318,593,89,297,1126,451,615,1719,51
,19-20,177,330,444,56,250,927,233,580,1371,51
,20-21,24,157,304,22,136,815,46,293,1119,0
,21-22,27,91,245,16,113,717,43,204,962,0
,22-23,21,69,194,10,45,679,31,114,873,0
,23-24,12,34,173,8,32,655,20,66,828,0
,合　計,3672,3642,-,2113,2087,-,5785,5729,-,523
,,,,,,,,,,,
,総駐車時間,6526:33,6526:33,6526:33,25628:52,25628:52,25628:52,32155:25,32155:25,32155:25,
,平均駐車時間,1:48,1:48,1:48,12:39,12:39,12:39,5:42,5:42,5:42,
,回転率,1.31,1.31,1.31,1.1,1.1,1.1,1.23,1.23,1.23,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
