日付,駐車場,時間帯,一般入庫,一般出庫,一般在庫,定期入庫,定期出庫,定期在庫,合計入庫,合計出庫,合計在庫,事前精算利用台数,曜日,土日祝区分
2024-07-01,全駐車場,10-11,338,157,629,57,76,1775,395,233,2404,14,月,平日
2024-07-02,全駐車場,10-11,331,145,633,63,69,1766,394,214,2399,17,火,平日
2024-07-03,全駐車場,11-12,338,299,783,50,60,1668,388,359,2451,52,水,平日
2024-07-04,全駐車場,13-14,354,312,755,54,80,1677,408,392,2432,64,木,平日
2024-07-05,全駐車場,11-12,367,357,905,63,62,1684,430,419,2589,48,金,平日
2024-07-06,全駐車場,14-15,599,531,1539,27,34,829,626,565,2368,107,土,土日祝
2024-07-07,全駐車場,14-15,563,548,1203,22,24,753,585,572,1956,112,日,土日祝
2024-07-08,全駐車場,11-12,318,287,656,66,68,1728,384,355,2384,44,月,平日
2024-07-09,全駐車場,10-11,400,161,700,54,82,1733,454,243,2433,23,火,平日
2024-07-10,全駐車場,10-11,376,166,731,59,99,1667,435,265,2398,32,水,平日
2024-07-11,全駐車場,11-12,324,313,688,68,73,1701,392,386,2389,55,木,平日
2024-07-12,全駐車場,10-11,417,177,783,65,97,1683,482,274,2466,18,金,平日
2024-07-13,全駐車場,14-15,614,531,1226,26,29,813,640,560,2039,129,土,土日祝
2024-07-14,全駐車場,15-16,756,681,1678,17,24,754,773,705,2432,125,日,土日祝
2024-07-15,全駐車場,13-14,571,551,1327,19,20,775,590,571,2102,100,月,土日祝
2024-07-16,全駐車場,10-11,354,166,674,58,78,1748,412,244,2422,20,火,平日
2024-07-17,全駐車場,11-12,333,330,760,49,55,1713,382,385,2473,53,水,平日
2024-07-18,全駐車場,10-11,340,143,674,61,81,1710,401,224,2384,22,木,平日
2024-07-19,全駐車場,10-11,411,202,748,81,73,1705,492,275,2453,29,金,平日
2024-07-20,全駐車場,14-15,601,580,1481,43,45,826,644,625,2307,134,土,土日祝
2024-07-21,全駐車場,14-15,669,671,1571,24,24,784,693,695,2355,139,日,土日祝
2024-07-22,全駐車場,10-11,367,211,745,66,81,1723,433,292,2468,23,月,平日
2024-07-23,全駐車場,10-11,398,202,795,66,85,1727,464,287,2522,16,火,平日
2024-07-24,全駐車場,13-14,392,368,832,68,73,1598,460,441,2430,83,水,平日
2024-07-25,全駐車場,11-12,348,329,1023,55,62,1656,403,391,2679,61,木,平日
2024-07-26,全駐車場,10-11,464,173,878,65,90,1598,529,263,2476,23,金,平日
2024-07-27,全駐車場,13-14,628,512,1321,27,33,862,655,545,2183,93,土,土日祝
2024-07-28,全駐車場,13-14,611,516,1313,30,21,776,641,537,2089,111,日,土日祝
2024-07-29,全駐車場,10-11,459,216,831,65,93,1663,524,309,2494,33,月,平日
2024-07-30,全駐車場,11-12,366,332,732,64,65,1638,430,397,2370,55,火,平日
2024-07-31,全駐車場,10-11,448,176,822,77,95,1641,525,271,2463,16,水,平日
