0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年05月06日(火),2025年05月06日(火),2025年05月06日(火),,,,,,,,
,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,印字時刻 2025/11/20 16:56,印字時刻 2025/11/20 16:56,印字時刻 2025/11/20 16:56
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,3,15,0,3,94,0,6,109,0
,01-02,1,1,15,0,0,94,1,1,109,0
,02-03,0,0,15,1,0,95,1,0,110,0
,03-04,0,0,15,0,0,95,0,0,110,0
,04-05,0,0,15,1,0,96,1,0,111,0
,05-06,1,0,16,4,2,98,5,2,114,0
,06-07,2,1,17,5,0,103,7,1,120,0
,07-08,3,0,20,6,0,109,9,0,129,0
,08-09,9,3,26,9,1,117,18,4,143,0
,09-10,12,1,37,14,3,128,26,4,165,0
,10-11,32,5,64,5,1,132,37,6,196,0
,11-12,23,16,69,6,2,136,29,18,205,4
,12-13,29,26,73,6,3,139,35,29,212,4
,13-14,27,24,77,2,0,141,29,24,218,6
,14-15,27,29,73,1,3,139,28,32,212,6
,15-16,15,29,61,1,6,134,16,35,195,5
,16-17,20,22,59,5,3,136,25,25,195,9
,17-18,7,22,45,2,6,132,9,28,177,6
,18-19,7,16,35,2,10,123,9,26,158,2
,19-20,5,17,23,1,6,119,6,23,142,2
,20-21,3,6,20,0,5,114,3,11,134,0
,21-22,0,5,15,1,5,110,1,10,125,0
,22-23,1,7,9,1,7,104,2,14,113,0
,23-24,0,1,8,0,0,104,0,1,112,0
,合　計,224,234,-,73,66,-,297,300,-,44
,,,,,,,,,,,
,総駐車時間,1005:06,1005:06,1005:06,3678:38,3678:38,3678:38,4683:44,4683:44,4683:44,
,平均駐車時間,4:05,4:05,4:05,42:17,42:17,42:17,14:04,14:04,14:04,
,回転率,0.4,0.4,0.4,0,0,0,0.54,0.54,0.54,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
