0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年11月06日(水),2024年11月06日(水),2024年11月06日(水),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 19:47,印字時刻 2025/11/21 19:47,印字時刻 2025/11/21 19:47
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,1,10,101,7,19,691,8,29,792,0
,01-02,2,1,102,3,4,690,5,5,792,0
,02-03,0,1,101,1,1,690,1,2,791,0
,03-04,0,0,101,5,3,692,5,3,793,0
,04-05,1,0,102,18,3,706,19,3,808,0
,05-06,3,0,105,44,1,748,47,1,853,0
,06-07,17,4,118,151,15,881,168,19,999,0
,07-08,86,32,170,316,62,1138,402,94,1308,0
,08-09,146,31,285,683,96,1724,829,127,2009,4
,09-10,305,57,528,191,119,1801,496,176,2329,4
,10-11,389,153,771,58,77,1781,447,230,2552,16
,11-12,358,323,813,70,75,1771,428,398,2584,70
,12-13,379,390,797,74,78,1770,453,468,2567,69
,13-14,301,343,748,69,69,1771,370,412,2519,70
,14-15,282,343,695,67,74,1764,349,417,2459,77
,15-16,278,368,603,73,61,1775,351,429,2378,73
,16-17,261,362,499,75,112,1740,336,474,2239,69
,17-18,257,290,466,66,335,1471,323,625,1937,56
,18-19,235,284,422,86,349,1214,321,633,1636,59
,19-20,106,235,298,63,250,1021,169,485,1319,28
,20-21,20,117,194,19,176,865,39,293,1059,0
,21-22,11,58,146,19,109,773,30,167,919,0
,22-23,5,35,117,8,62,720,13,97,837,0
,23-24,0,12,104,8,34,694,8,46,798,0
,合　計,3443,3449,-,2174,2184,-,5617,5633,-,595
,,,,,,,,,,,
,総駐車時間,6563:37,6563:37,6563:37,35677:11,35677:11,35677:11,42240:48,42240:48,42240:48,
,平均駐車時間,1:54,1:54,1:54,16:13,16:13,16:13,7:28,7:28,7:28,
,回転率,1.01,1.01,1.01,1.88,1.88,1.88,1.24,1.24,1.24,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
