0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年11月05日(火),2024年11月05日(火),2024年11月05日(火),,,,,,,,
,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,印字時刻 2025/11/21 19:47,印字時刻 2025/11/21 19:47,印字時刻 2025/11/21 19:47
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,5,0,0,23,0,0,28,0
,01-02,0,1,4,0,1,22,0,2,26,0
,02-03,0,0,4,1,0,23,1,0,27,0
,03-04,0,0,4,2,0,25,2,0,29,0
,04-05,0,0,4,5,0,30,5,0,34,0
,05-06,0,0,4,2,0,32,2,0,36,0
,06-07,0,0,4,7,4,35,7,4,39,0
,07-08,3,1,6,22,4,53,25,5,59,0
,08-09,6,3,9,70,7,116,76,10,125,0
,09-10,23,5,27,7,3,120,30,8,147,0
,10-11,16,11,33,4,0,124,20,11,157,0
,11-12,2,13,21,3,7,120,5,20,141,0
,12-13,4,9,16,6,3,123,10,12,139,0
,13-14,4,9,12,3,6,120,7,15,132,0
,14-15,9,5,15,2,8,114,11,13,129,0
,15-16,4,7,11,5,6,112,9,13,123,0
,16-17,8,6,14,3,19,98,11,25,112,0
,17-18,1,7,8,3,39,61,4,46,69,0
,18-19,3,6,5,5,24,42,8,30,47,0
,19-20,0,0,5,2,12,32,2,12,37,0
,20-21,0,0,5,2,2,32,2,2,37,0
,21-22,0,0,5,2,6,28,2,6,33,0
,22-23,0,1,4,0,7,21,0,8,25,0
,23-24,0,0,4,1,1,21,1,1,25,0
,合　計,83,84,-,157,159,-,240,243,-,0
,,,,,,,,,,,
,総駐車時間,122:40,122:40,122:40,1489:08,1489:08,1489:08,1611:48,1611:48,1611:48,
,平均駐車時間,1:29,1:29,1:29,9:18,9:18,9:18,6:38,6:38,6:38,
,回転率,1.32,1.32,1.32,1.24,1.24,1.24,1.27,1.27,1.27,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
