0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年11月05日(火),2024年11月05日(火),2024年11月05日(火),,,,,,,,
,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,印字時刻 2025/11/21 19:47,印字時刻 2025/11/21 19:47,印字時刻 2025/11/21 19:47
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,4,0,0,18,0,0,22,0
,01-02,0,0,4,0,0,18,0,0,22,0
,02-03,0,0,4,0,0,18,0,0,22,0
,03-04,0,0,4,0,0,18,0,0,22,0
,04-05,0,0,4,3,0,21,3,0,25,0
,05-06,0,0,4,10,0,31,10,0,35,0
,06-07,1,2,3,30,0,61,31,2,64,0
,07-08,26,22,9,43,2,101,69,24,110,0
,08-09,3,6,4,32,5,129,35,11,133,0
,09-10,2,3,3,3,2,130,5,5,133,0
,10-11,1,0,4,5,1,134,6,1,138,0
,11-12,3,3,4,3,2,135,6,5,139,0
,12-13,5,2,7,4,2,137,9,4,144,0
,13-14,8,4,11,4,4,137,12,8,148,0
,14-15,5,9,7,3,1,139,8,10,146,0
,15-16,10,11,6,0,0,139,10,11,145,0
,16-17,6,6,6,1,16,125,7,22,131,0
,17-18,0,2,4,3,20,107,3,22,111,0
,18-19,2,1,5,5,22,90,7,23,95,0
,19-20,0,0,5,2,35,59,2,35,64,0
,20-21,0,1,4,2,13,47,2,14,51,0
,21-22,0,0,4,0,12,35,0,12,39,0
,22-23,0,1,3,0,4,30,0,5,33,0
,23-24,0,0,3,0,1,29,0,1,32,0
,合　計,72,73,-,153,142,-,225,215,-,0
,,,,,,,,,,,
,総駐車時間,31:56,31:56,31:56,1838:11,1838:11,1838:11,1870:07,1870:07,1870:07,
,平均駐車時間,0:28,0:28,0:28,12:25,12:25,12:25,8:39,8:39,8:39,
,回転率,0.27,0.27,0.27,0,0,0,0.87,0.87,0.87,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
