日付,駐車場,時間帯,一般入庫,一般出庫,一般在庫,定期入庫,定期出庫,定期在庫,合計入庫,合計出庫,合計在庫,事前精算利用台数,曜日,土日祝区分
2024-11-01,全駐車場,13-14,377,301,845,71,78,1742,448,379,2587,58,金,平日
2024-11-02,全駐車場,11-12,745,715,1376,29,20,880,774,735,2256,87,土,土日祝
2024-11-03,全駐車場,13-14,715,644,1554,17,22,750,732,666,2304,134,日,土日祝
2024-11-04,全駐車場,13-14,541,431,1024,14,16,793,555,447,1817,96,月,土日祝
2024-11-05,全駐車場,10-11,302,158,621,62,76,1853,364,234,2474,15,火,平日
2024-11-06,全駐車場,11-12,358,323,813,70,75,1771,428,398,2584,70,水,平日
2024-11-07,全駐車場,13-14,410,273,874,89,72,1793,499,345,2667,48,木,平日
2024-11-08,全駐車場,11-12,345,298,838,68,72,1767,413,370,2605,38,金,平日
2024-11-09,全駐車場,14-15,721,663,1748,27,38,872,748,701,2620,170,土,土日祝
2024-11-10,全駐車場,13-14,705,674,1826,39,13,869,744,687,2695,169,日,土日祝
2024-11-11,全駐車場,11-12,307,279,649,63,75,1916,370,354,2565,43,月,平日
2024-11-12,全駐車場,10-11,380,147,692,58,71,1928,438,218,2620,17,火,平日
2024-11-13,全駐車場,11-12,381,306,828,63,73,1820,444,379,2648,40,水,平日
2024-11-14,全駐車場,10-11,462,198,823,66,88,1875,528,286,2698,21,木,平日
2024-11-15,全駐車場,10-11,388,158,766,52,87,1775,440,245,2541,19,金,平日
2024-11-16,全駐車場,14-15,669,623,1616,27,36,847,696,659,2463,131,土,土日祝
2024-11-17,全駐車場,13-14,825,599,1817,28,27,813,853,626,2630,138,日,土日祝
2024-11-18,全駐車場,11-12,291,266,608,61,63,1776,352,329,2384,40,月,平日
2024-11-19,全駐車場,10-11,378,153,893,68,84,1748,446,237,2641,16,火,平日
2024-11-20,全駐車場,10-11,423,166,763,58,90,1755,481,256,2518,22,水,平日
2024-11-21,全駐車場,10-11,527,224,975,62,90,1749,589,314,2724,30,木,平日
2024-11-22,全駐車場,14-15,367,349,1230,77,65,1652,444,414,2882,67,金,平日
2024-11-23,全駐車場,13-14,642,551,1576,17,27,818,659,578,2394,129,土,土日祝
2024-11-24,全駐車場,14-15,502,506,1249,26,15,795,528,521,2044,110,日,土日祝
2024-11-25,全駐車場,11-12,347,298,750,63,93,1792,410,391,2542,30,月,平日
2024-11-26,全駐車場,11-12,309,279,742,56,63,1788,365,342,2530,38,火,平日
2024-11-27,全駐車場,11-12,313,319,738,70,60,1751,383,379,2489,41,水,平日
2024-11-28,全駐車場,11-12,312,291,728,70,76,1765,382,367,2493,26,木,平日
2024-11-29,全駐車場,10-11,436,216,800,71,70,1748,507,286,2548,23,金,平日
2024-11-30,全駐車場,14-15,588,569,1680,23,45,865,611,614,2545,118,土,土日祝
