0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年06月16日(月),2025年06月16日(月),2025年06月16日(月),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/20 17:55,印字時刻 2025/11/20 17:55,印字時刻 2025/11/20 17:55
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,3,2,76,2,4,742,5,6,818,0
,01-02,0,2,75,1,1,742,1,3,817,0
,02-03,4,4,75,4,3,743,8,7,818,0
,03-04,0,0,75,4,2,744,4,2,819,0
,04-05,1,1,75,18,4,759,19,5,834,0
,05-06,5,1,77,60,2,816,65,3,893,0
,06-07,25,3,98,137,14,936,162,17,1034,0
,07-08,66,37,131,331,67,1196,397,104,1327,0
,08-09,105,35,198,723,117,1804,828,152,2002,3
,09-10,252,53,395,177,113,1872,429,166,2267,4
,10-11,347,149,592,59,83,1852,406,232,2444,28
,11-12,279,266,611,52,57,1844,331,323,2455,33
,12-13,286,327,574,58,94,1808,344,421,2382,87
,13-14,256,297,532,68,78,1797,324,375,2329,67
,14-15,287,279,532,60,58,1802,347,337,2334,63
,15-16,229,272,494,82,61,1823,311,333,2317,60
,16-17,228,270,453,84,126,1781,312,396,2234,62
,17-18,230,275,407,92,363,1517,322,638,1924,59
,18-19,212,249,371,104,365,1253,316,614,1624,50
,19-20,128,260,243,53,274,1027,181,534,1270,39
,20-21,18,109,147,22,174,879,40,283,1026,0
,21-22,7,41,111,16,101,790,23,142,901,0
,22-23,8,32,88,15,52,754,23,84,842,0
,23-24,4,5,87,9,26,737,13,31,824,0
,合　計,2980,2969,-,2231,2239,-,5211,5208,-,555
,,,,,,,,,,,
,総駐車時間,4916:48,4916:48,4916:48,40651:10,40651:10,40651:10,45567:58,45567:58,45567:58,
,平均駐車時間,1:39,1:39,1:39,18:09,18:09,18:09,8:45,8:45,8:45,
,回転率,0.75,0.75,0.75,3.67,3.67,3.67,1.14,1.14,1.14,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
