0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年06月30日(月),2025年06月30日(月),2025年06月30日(月),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/20 18:09,印字時刻 2025/11/20 18:09,印字時刻 2025/11/20 18:09
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,6,4,35,4,8,728,10,12,763,0
,01-02,0,2,33,2,3,727,2,5,760,0
,02-03,0,0,33,1,0,728,1,0,761,0
,03-04,0,0,33,2,2,728,2,2,761,0
,04-05,1,0,34,22,6,744,23,6,778,0
,05-06,3,3,33,70,2,811,73,5,844,0
,06-07,21,4,47,149,12,947,170,16,994,0
,07-08,67,37,76,336,82,1194,403,119,1270,0
,08-09,118,36,158,749,106,1839,867,142,1997,4
,09-10,233,50,337,172,109,1910,405,159,2247,2
,10-11,335,177,498,66,84,1886,401,261,2384,25
,11-12,327,278,550,56,74,1874,383,352,2424,47
,12-13,294,307,539,75,107,1841,369,414,2380,66
,13-14,279,300,525,71,73,1840,350,373,2365,67
,14-15,337,304,541,69,71,1838,406,375,2379,60
,15-16,237,285,504,72,76,1832,309,361,2336,69
,16-17,259,302,460,91,118,1805,350,420,2265,56
,17-18,260,282,435,96,332,1570,356,614,2005,67
,18-19,286,369,360,91,379,1293,377,748,1653,56
,19-20,113,245,226,61,291,1053,174,536,1279,38
,20-21,21,109,135,20,193,881,41,302,1016,0
,21-22,14,73,76,18,98,797,32,171,873,0
,22-23,3,22,56,8,50,758,11,72,814,0
,23-24,6,13,49,5,21,741,11,34,790,0
,合　計,3220,3202,-,2306,2297,-,5526,5499,-,557
,,,,,,,,,,,
,総駐車時間,5266:58,5266:58,5266:58,41535:33,41535:33,41535:33,46802:31,46802:31,46802:31,
,平均駐車時間,1:38,1:38,1:38,17:52,17:52,17:52,8:25,8:25,8:25,
,回転率,0.81,0.81,0.81,3.81,3.81,3.81,1.21,1.21,1.21,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
