0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年06月01日(日),2025年06月01日(日),2025年06月01日(日),,,,,,,,
,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,印字時刻 2025/11/20 17:41,印字時刻 2025/11/20 17:41,印字時刻 2025/11/20 17:41
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,6,0,0,24,0,0,30,0
,01-02,0,0,6,0,0,24,0,0,30,0
,02-03,0,0,6,0,0,24,0,0,30,0
,03-04,0,0,6,1,0,24,1,0,30,0
,04-05,0,0,6,0,0,25,0,0,31,0
,05-06,0,0,6,0,0,25,0,0,31,0
,06-07,2,0,8,2,0,27,4,0,35,0
,07-08,12,1,19,0,1,26,12,2,45,0
,08-09,6,3,22,2,2,27,8,5,49,0
,09-10,32,7,46,1,1,26,33,8,72,0
,10-11,36,28,55,1,0,27,37,28,82,0
,11-12,60,35,80,0,1,26,60,36,106,0
,12-13,34,34,80,2,4,24,36,38,104,0
,13-14,72,32,119,1,0,25,73,32,144,0
,14-15,31,47,103,2,2,25,33,49,128,0
,15-16,22,64,63,0,0,25,22,64,88,0
,16-17,6,45,24,1,0,26,7,45,50,0
,17-18,5,16,12,2,1,27,7,17,39,0
,18-19,6,6,12,0,0,27,6,6,39,0
,19-20,1,3,10,1,3,25,2,6,35,0
,20-21,0,3,7,0,1,24,0,4,31,0
,21-22,0,0,7,1,0,25,1,0,32,0
,22-23,0,0,7,0,2,23,0,2,30,0
,23-24,0,0,7,0,0,23,0,0,30,0
,合　計,325,324,-,17,18,-,342,342,-,0
,,,,,,,,,,,
,総駐車時間,557:26,557:26,557:26,613:01,613:01,613:01,1170:27,1170:27,1170:27,
,平均駐車時間,1:38,1:38,1:38,21:54,21:54,21:54,3:10,3:10,3:10,
,回転率,1.38,1.38,1.38,0,0,0,1.49,1.49,1.49,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
