0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年12月18日(木),2025年12月18日(木),2025年12月18日(木),,,,,,,,
,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,印字時刻 2026/01/01 16:28,印字時刻 2026/01/01 16:28,印字時刻 2026/01/01 16:28
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,2,100,1,9,27,1,11,127,0
,01-02,0,0,100,0,0,27,0,0,127,0
,02-03,0,0,100,0,0,27,0,0,127,0
,03-04,0,0,100,0,0,27,0,0,127,0
,04-05,0,0,100,3,0,29,3,0,129,0
,05-06,1,0,101,19,2,47,20,2,148,0
,06-07,3,0,104,44,1,88,47,1,192,0
,07-08,13,8,110,71,13,148,84,21,258,0
,08-09,24,10,123,75,12,210,99,22,333,1
,09-10,27,5,144,38,22,227,65,27,371,0
,10-11,25,11,159,13,11,229,38,22,388,3
,11-12,33,23,169,16,8,236,49,31,405,3
,12-13,26,28,167,7,15,229,33,43,396,5
,13-14,22,32,158,6,15,220,28,47,378,4
,14-15,31,26,162,12,4,228,43,30,390,3
,15-16,23,30,155,12,16,224,35,46,379,8
,16-17,20,15,160,22,24,222,42,39,382,3
,17-18,15,28,146,26,33,215,41,61,361,4
,18-19,26,20,154,13,58,170,39,78,324,4
,19-20,6,18,141,5,54,121,11,72,262,2
,20-21,0,9,132,3,45,82,3,54,214,0
,21-22,2,14,121,0,24,55,2,38,176,0
,22-23,1,11,110,3,18,40,4,29,150,0
,23-24,1,1,109,2,11,31,3,12,140,0
,合　計,299,291,-,391,395,-,690,686,-,40
,,,,,,,,,,,
,総駐車時間,680:20,680:20,680:20,5101:58,5101:58,5101:58,5782:18,5782:18,5782:18,
,平均駐車時間,2:19,2:19,2:19,13:13,13:13,13:13,8:31,8:31,8:31,
,回転率,0.47,0.47,0.47,0,0,0,1.09,1.09,1.09,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
