0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年07月18日(金),2025年07月18日(金),2025年07月18日(金),,,,,,,,
,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,印字時刻 2025/11/20 18:29,印字時刻 2025/11/20 18:29,印字時刻 2025/11/20 18:29
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,1,1,29,0,6,61,1,7,90,0
,01-02,0,0,29,1,1,61,1,1,90,0
,02-03,0,0,29,0,0,61,0,0,90,0
,03-04,0,0,29,0,0,61,0,0,90,0
,04-05,0,0,29,5,1,64,5,1,93,0
,05-06,3,0,32,20,1,84,23,1,116,0
,06-07,16,0,48,52,0,134,68,0,182,0
,07-08,20,14,55,69,12,191,89,26,246,0
,08-09,13,10,57,82,11,259,95,21,316,1
,09-10,28,8,75,32,15,282,60,23,357,0
,10-11,26,13,91,18,10,289,44,23,380,2
,11-12,21,22,89,6,8,286,27,30,375,1
,12-13,19,24,84,10,5,292,29,29,376,1
,13-14,22,21,86,10,9,292,32,30,378,5
,14-15,19,27,77,7,13,287,26,40,364,6
,15-16,21,21,76,8,16,279,29,37,355,4
,16-17,10,17,70,12,23,269,22,40,339,3
,17-18,24,18,77,12,27,253,36,45,330,3
,18-19,39,28,88,8,58,205,47,86,293,6
,19-20,11,31,67,7,54,156,18,85,223,2
,20-21,2,21,48,3,45,115,5,66,163,0
,21-22,4,15,37,0,23,92,4,38,129,0
,22-23,1,8,30,2,19,74,3,27,104,0
,23-24,0,3,27,5,11,69,5,14,96,0
,合　計,300,302,-,369,368,-,669,670,-,34
,,,,,,,,,,,
,総駐車時間,868:42,868:42,868:42,4704:26,4704:26,4704:26,5573:08,5573:08,5573:08,
,平均駐車時間,2:58,2:58,2:58,12:49,12:49,12:49,8:27,8:27,8:27,
,回転率,0.47,0.47,0.47,0,0,0,1.06,1.06,1.06,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
