0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年07月15日(火),2025年07月15日(火),2025年07月15日(火),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/20 18:25,印字時刻 2025/11/20 18:25,印字時刻 2025/11/20 18:25
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,4,8,81,2,18,671,6,26,752,0
,01-02,2,3,80,2,3,670,4,6,750,0
,02-03,0,0,80,1,3,668,1,3,748,0
,03-04,0,0,80,5,2,671,5,2,751,0
,04-05,0,0,80,17,4,684,17,4,764,0
,05-06,2,0,82,55,5,730,57,5,812,0
,06-07,16,1,97,147,21,853,163,22,950,0
,07-08,100,56,145,326,67,1106,426,123,1251,0
,08-09,126,50,215,674,105,1688,800,155,1903,5
,09-10,301,60,456,185,122,1754,486,182,2210,6
,10-11,408,192,669,63,66,1748,471,258,2417,23
,11-12,317,361,625,57,55,1752,374,416,2377,57
,12-13,320,327,622,83,76,1756,403,403,2378,70
,13-14,298,323,592,66,74,1750,364,397,2342,67
,14-15,324,302,617,62,57,1754,386,359,2371,55
,15-16,307,313,614,77,71,1759,384,384,2373,68
,16-17,275,369,523,82,109,1735,357,478,2258,81
,17-18,244,338,431,99,361,1475,343,699,1906,72
,18-19,268,292,405,88,382,1183,356,674,1588,44
,19-20,146,266,288,41,239,979,187,505,1267,48
,20-21,36,154,163,25,159,847,61,313,1010,0
,21-22,14,73,107,14,102,759,28,175,866,0
,22-23,6,35,78,7,49,716,13,84,794,0
,23-24,4,9,72,5,18,702,9,27,774,0
,合　計,3518,3532,-,2183,2168,-,5701,5700,-,596
,,,,,,,,,,,
,総駐車時間,5777:39,5777:39,5777:39,29441:19,29441:19,29441:19,35218:58,35218:58,35218:58,
,平均駐車時間,1:38,1:38,1:38,13:36,13:36,13:36,6:11,6:11,6:11,
,回転率,0.89,0.89,0.89,3.55,3.55,3.55,1.24,1.24,1.24,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
