0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年07月30日(水),2025年07月30日(水),2025年07月30日(水),,,,,,,,
,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,印字時刻 2025/11/20 18:41,印字時刻 2025/11/20 18:41,印字時刻 2025/11/20 18:41
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,2,4,32,0,7,63,2,11,95,0
,01-02,0,0,32,0,0,63,0,0,95,0
,02-03,0,0,32,0,0,63,0,0,95,0
,03-04,0,0,32,0,0,63,0,0,95,0
,04-05,0,0,32,7,1,69,7,1,101,0
,05-06,3,0,35,16,0,84,19,0,119,0
,06-07,2,0,37,52,1,134,54,1,171,0
,07-08,5,2,40,75,11,198,80,13,238,0
,08-09,17,1,56,80,15,265,97,16,321,1
,09-10,23,3,76,39,18,285,62,21,361,0
,10-11,29,17,88,16,5,297,45,22,385,2
,11-12,30,26,93,18,8,307,48,34,400,2
,12-13,29,22,99,5,9,303,34,31,402,5
,13-14,19,18,101,6,7,302,25,25,403,6
,14-15,23,24,100,11,9,304,34,33,404,3
,15-16,17,20,96,10,14,300,27,34,396,7
,16-17,23,31,88,7,26,281,30,57,369,12
,17-18,21,22,86,9,31,259,30,53,345,5
,18-19,24,30,80,17,61,214,41,91,294,5
,19-20,10,23,68,5,70,151,15,93,219,4
,20-21,5,15,58,5,41,114,10,56,172,0
,21-22,1,19,40,3,26,91,4,45,131,0
,22-23,1,4,38,3,17,76,4,21,114,0
,23-24,2,3,36,1,11,67,3,14,103,0
,合　計,286,284,-,385,388,-,671,672,-,52
,,,,,,,,,,,
,総駐車時間,742:57,742:57,742:57,4767:25,4767:25,4767:25,5510:22,5510:22,5510:22,
,平均駐車時間,2:34,2:34,2:34,11:59,11:59,11:59,8:01,8:01,8:01,
,回転率,0.46,0.46,0.46,0,0,0,1.1,1.1,1.1,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
