0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年07月31日(木),2025年07月31日(木),2025年07月31日(木),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/20 18:41,印字時刻 2025/11/20 18:41,印字時刻 2025/11/20 18:41
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,4,117,2,12,670,2,16,787,0
,01-02,0,1,116,1,0,671,1,1,787,0
,02-03,0,0,116,1,2,670,1,2,786,0
,03-04,0,0,116,3,4,668,3,4,784,0
,04-05,1,0,117,20,8,680,21,8,797,0
,05-06,1,3,115,48,3,727,49,6,842,0
,06-07,14,2,127,143,13,851,157,15,978,0
,07-08,49,10,160,328,69,1111,377,79,1271,0
,08-09,196,32,323,697,108,1700,893,140,2023,7
,09-10,342,65,595,232,125,1812,574,190,2407,2
,10-11,407,241,769,77,101,1787,484,342,2556,25
,11-12,348,356,759,60,59,1789,408,415,2548,61
,12-13,381,345,807,65,91,1762,446,436,2569,64
,13-14,354,384,767,63,82,1746,417,466,2513,68
,14-15,365,350,788,73,71,1743,438,421,2531,75
,15-16,413,388,805,87,75,1760,500,463,2565,76
,16-17,319,382,751,83,115,1725,402,497,2476,72
,17-18,315,348,715,95,330,1494,410,678,2209,75
,18-19,280,414,587,115,382,1223,395,796,1810,113
,19-20,131,323,393,46,287,988,177,610,1381,56
,20-21,32,143,274,27,184,827,59,327,1101,0
,21-22,12,77,211,22,112,734,34,189,945,0
,22-23,8,60,161,8,58,685,16,118,846,0
,23-24,11,23,147,8,24,670,19,47,817,0
,合　計,3979,3951,-,2304,2315,-,6283,6266,-,694
,,,,,,,,,,,
,総駐車時間,7285:39,7285:39,7285:39,29970:48,29970:48,29970:48,37256:27,37256:27,37256:27,
,平均駐車時間,1:50,1:50,1:50,13:08,13:08,13:08,5:58,5:58,5:58,
,回転率,1,1,1,3.74,3.74,3.74,1.36,1.36,1.36,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
