0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年07月23日(水),2025年07月23日(水),2025年07月23日(水),,,,,,,,
,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,印字時刻 2025/11/20 18:34,印字時刻 2025/11/20 18:34,印字時刻 2025/11/20 18:34
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,2,0,1,19,0,1,21,0
,01-02,0,0,2,0,0,19,0,0,21,0
,02-03,0,0,2,2,0,21,2,0,23,0
,03-04,0,0,2,1,0,22,1,0,24,0
,04-05,0,0,2,4,0,26,4,0,28,0
,05-06,0,0,2,4,0,30,4,0,32,0
,06-07,0,0,2,5,1,34,5,1,36,0
,07-08,3,3,2,21,3,51,24,6,53,0
,08-09,8,2,8,47,7,91,55,9,99,0
,09-10,74,3,79,21,4,109,95,7,188,0
,10-11,16,21,75,6,2,113,22,23,188,0
,11-12,6,35,45,2,2,113,8,37,158,0
,12-13,2,26,22,7,9,111,9,35,133,0
,13-14,8,14,14,3,7,107,11,21,121,0
,14-15,8,11,12,4,8,105,12,19,117,0
,15-16,2,6,8,3,9,97,5,15,105,0
,16-17,4,10,2,1,12,86,5,22,88,0
,17-18,6,2,6,5,30,60,11,32,66,0
,18-19,2,2,6,7,19,49,9,21,55,0
,19-20,1,4,3,1,19,32,2,23,35,0
,20-21,2,3,2,2,4,29,4,7,31,0
,21-22,0,0,2,3,11,21,3,11,23,0
,22-23,1,1,2,1,4,18,2,5,20,0
,23-24,0,0,2,0,0,18,0,0,20,0
,合　計,143,143,-,150,152,-,293,295,-,0
,,,,,,,,,,,
,総駐車時間,249:05,249:05,249:05,1639:46,1639:46,1639:46,1888:51,1888:51,1888:51,
,平均駐車時間,1:47,1:47,1:47,10:43,10:43,10:43,6:27,6:27,6:27,
,回転率,2.22,2.22,2.22,1.19,1.19,1.19,1.53,1.53,1.53,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
