0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年07月13日(日),2025年07月13日(日),2025年07月13日(日),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/20 18:23,印字時刻 2025/11/20 18:23,印字時刻 2025/11/20 18:23
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,3,6,102,0,7,695,3,13,797,0
,01-02,3,7,99,1,3,693,4,10,792,0
,02-03,1,3,96,2,4,691,3,7,787,0
,03-04,2,4,94,8,6,693,10,10,787,0
,04-05,2,0,96,9,4,698,11,4,794,0
,05-06,1,2,95,7,3,701,8,5,796,0
,06-07,10,6,99,18,5,714,28,11,813,0
,07-08,69,8,159,38,13,740,107,21,899,0
,08-09,177,28,309,66,34,770,243,62,1079,2
,09-10,384,70,602,59,38,793,443,108,1395,4
,10-11,601,253,963,35,29,799,636,282,1762,37
,11-12,585,506,1045,20,14,805,605,520,1850,78
,12-13,533,496,1061,27,25,550,560,521,1611,86
,13-14,650,477,1227,22,23,547,672,500,1774,99
,14-15,621,605,1238,26,28,543,647,633,1781,129
,15-16,570,645,1163,29,28,543,599,673,1706,163
,16-17,478,706,958,30,31,542,508,737,1500,169
,17-18,325,621,662,22,48,521,347,669,1183,89
,18-19,262,536,401,34,51,507,296,587,908,94
,19-20,137,331,216,18,34,495,155,365,711,49
,20-21,23,126,107,11,34,478,34,160,585,0
,21-22,11,33,87,7,20,465,18,53,552,0
,22-23,3,27,64,10,16,459,13,43,523,0
,23-24,4,3,65,6,10,457,10,13,522,0
,合　計,5455,5499,-,505,508,-,5960,6007,-,999
,,,,,,,,,,,
,総駐車時間,10051:15,10051:15,10051:15,14555:39,14555:39,14555:39,24606:54,24606:54,24606:54,
,平均駐車時間,1:49,1:49,1:49,24:35,24:35,24:35,4:02,4:02,4:02,
,回転率,1.39,1.39,1.39,0.97,0.97,0.97,1.33,1.33,1.33,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
