0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年03月03日(日),2024年03月03日(日),2024年03月03日(日),,,,,,,,
,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,印字時刻 2026/03/28 21:40,印字時刻 2026/03/28 21:40,印字時刻 2026/03/28 21:40
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,21,0,1,135,0,1,156,0
,01-02,0,0,21,0,0,135,0,0,156,0
,02-03,0,0,21,0,0,135,0,0,156,0
,03-04,0,0,21,0,0,135,0,0,156,0
,04-05,0,0,21,1,0,136,1,0,157,0
,05-06,1,1,21,1,1,136,2,2,157,0
,06-07,3,1,23,1,1,136,4,2,159,0
,07-08,4,1,26,7,2,141,11,3,167,0
,08-09,13,0,39,15,5,152,28,5,191,0
,09-10,52,5,86,10,5,156,62,10,242,0
,10-11,113,47,152,3,2,157,116,49,309,2
,11-12,62,52,162,2,0,159,64,52,321,3
,12-13,84,79,170,5,2,162,89,81,332,23
,13-14,92,62,196,2,6,158,94,68,354,10
,14-15,78,63,210,2,7,153,80,70,363,6
,15-16,55,59,209,3,3,153,58,62,362,7
,16-17,26,100,139,5,1,157,31,101,296,26
,17-18,17,93,60,5,4,157,22,97,217,29
,18-19,6,35,30,4,6,157,10,41,187,5
,19-20,0,7,22,4,6,154,4,13,176,2
,20-21,0,1,21,0,11,143,0,12,164,0
,21-22,0,1,20,1,5,139,1,6,159,0
,22-23,1,1,20,3,2,140,4,3,160,0
,23-24,0,1,19,2,1,141,2,2,160,0
,合　計,607,609,-,76,71,-,683,680,-,113
,,,,,,,,,,,
,総駐車時間,341:18,341:18,341:18,376:14,376:14,376:14,717:32,717:32,717:32,
,平均駐車時間,1:60,1:60,1:60,14:28,14:28,14:28,3:39,3:39,3:39,
,回転率,0.78,0.78,0.78,0.07,0.07,0.07,0.33,0.33,0.33,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
