0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年08月08日(木),2024年08月08日(木),2024年08月08日(木),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 18:11,印字時刻 2025/11/21 18:11,印字時刻 2025/11/21 18:11
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,2,13,136,6,17,638,8,30,774,0
,01-02,0,0,136,1,1,637,1,1,773,0
,02-03,0,2,134,3,0,640,3,2,774,0
,03-04,0,0,134,1,2,639,1,2,773,0
,04-05,2,1,135,17,0,656,19,1,791,0
,05-06,8,0,141,43,4,695,51,4,836,0
,06-07,28,3,168,142,19,817,170,22,985,0
,07-08,54,8,215,282,56,1036,336,64,1251,0
,08-09,136,28,316,623,90,1571,759,118,1887,2
,09-10,308,44,579,203,119,1660,511,163,2239,3
,10-11,441,195,828,67,75,1654,508,270,2482,32
,11-12,336,336,832,54,74,1630,390,410,2462,51
,12-13,379,394,821,74,89,1616,453,483,2437,87
,13-14,334,342,810,56,75,1601,390,417,2411,50
,14-15,357,376,793,51,55,1595,408,431,2388,79
,15-16,291,373,710,82,60,1616,373,433,2326,87
,16-17,282,429,566,82,104,1600,364,533,2166,87
,17-18,292,330,525,97,301,1395,389,631,1920,63
,18-19,282,304,502,85,341,1138,367,645,1640,72
,19-20,151,295,363,54,234,959,205,529,1322,40
,20-21,15,139,236,20,157,822,35,296,1058,0
,21-22,14,65,182,18,83,753,32,148,935,0
,22-23,6,39,148,8,71,691,14,110,839,0
,23-24,12,30,131,3,29,664,15,59,795,0
,合　計,3730,3746,-,2072,2056,-,5802,5802,-,653
,,,,,,,,,,,
,総駐車時間,6993:19,6993:19,6993:19,31613:38,31613:38,31613:38,38606:57,38606:57,38606:57,
,平均駐車時間,1:52,1:52,1:52,15:20,15:20,15:20,6:39,6:39,6:39,
,回転率,1.35,1.35,1.35,1.12,1.12,1.12,1.26,1.26,1.26,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
