0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年08月29日(木),2024年08月29日(木),2024年08月29日(木),,,,,,,,
,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,印字時刻 2025/11/21 18:34,印字時刻 2025/11/21 18:34,印字時刻 2025/11/21 18:34
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,3,0,1,21,0,1,24,0
,01-02,0,0,3,0,1,20,0,1,23,0
,02-03,0,0,3,1,0,21,1,0,24,0
,03-04,0,0,3,1,0,22,1,0,25,0
,04-05,0,0,3,6,0,28,6,0,31,0
,05-06,0,0,3,2,0,30,2,0,33,0
,06-07,0,0,3,2,2,30,2,2,33,0
,07-08,5,3,5,33,2,61,38,5,66,0
,08-09,8,1,11,43,7,97,51,8,108,0
,09-10,8,2,17,12,2,107,20,4,124,0
,10-11,8,7,19,2,1,108,10,8,127,0
,11-12,4,5,18,4,4,107,8,9,125,0
,12-13,7,7,17,6,6,108,13,13,125,0
,13-14,3,5,16,3,4,107,6,9,123,0
,14-15,2,3,15,4,6,105,6,9,120,0
,15-16,7,5,18,0,5,100,7,10,118,0
,16-17,7,5,18,1,6,96,8,11,114,0
,17-18,2,8,13,1,38,60,3,46,73,0
,18-19,2,7,8,4,20,43,6,27,51,0
,19-20,1,1,8,3,15,31,4,16,39,0
,20-21,0,0,8,2,7,26,2,7,34,0
,21-22,0,3,5,4,1,27,4,4,32,0
,22-23,0,0,5,1,5,24,1,5,29,0
,23-24,0,0,5,1,1,24,1,1,29,0
,合　計,64,62,-,136,134,-,200,196,-,0
,,,,,,,,,,,
,総駐車時間,119:48,119:48,119:48,1365:17,1365:17,1365:17,1485:05,1485:05,1485:05,
,平均駐車時間,1:54,1:54,1:54,9:54,9:54,9:54,7:23,7:23,7:23,
,回転率,1,1,1,1.07,1.07,1.07,1.05,1.05,1.05,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
