0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年01月14日(日),2024年01月14日(日),2024年01月14日(日),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2026/03/28 20:47,印字時刻 2026/03/28 20:47,印字時刻 2026/03/28 20:47
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,1,13,94,3,7,650,4,20,744,0
,01-02,2,4,92,5,5,650,7,9,742,0
,02-03,1,2,91,1,2,648,2,4,739,0
,03-04,1,5,87,1,2,647,2,7,734,0
,04-05,2,6,83,10,0,656,12,6,739,0
,05-06,2,2,83,9,6,660,11,8,743,0
,06-07,11,3,89,12,5,667,23,8,756,0
,07-08,26,4,113,25,8,684,51,12,797,0
,08-09,78,19,170,65,22,725,143,41,895,3
,09-10,266,39,383,47,23,751,313,62,1134,3
,10-11,564,205,755,26,16,761,590,221,1516,23
,11-12,509,437,827,21,12,770,530,449,1597,57
,12-13,521,487,863,24,16,778,545,503,1641,62
,13-14,614,483,993,16,19,775,630,502,1768,109
,14-15,573,522,1043,16,13,778,589,535,1821,119
,15-16,522,634,936,14,25,767,536,659,1703,116
,16-17,392,616,716,21,12,776,413,628,1492,133
,17-18,321,537,495,28,32,773,349,569,1268,103
,18-19,236,362,372,15,45,742,251,407,1114,72
,19-20,91,259,202,16,43,715,107,302,917,32
,20-21,13,88,125,4,28,691,17,116,816,0
,21-22,7,39,92,8,28,671,15,67,763,0
,22-23,2,22,72,6,18,660,8,40,732,0
,23-24,7,11,69,7,13,654,14,24,723,0
,合　計,4762,4799,-,400,400,-,5162,5199,-,832
,,,,,,,,,,,
,総駐車時間,7547:47,7547:47,7547:47,13405:44,13405:44,13405:44,20953:31,20953:31,20953:31,
,平均駐車時間,1:34,1:34,1:34,25:20,25:20,25:20,3:54,3:54,3:54,
,回転率,1.71,1.71,1.71,0.29,0.29,0.29,1.15,1.15,1.15,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
