0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年01月03日(水),2024年01月03日(水),2024年01月03日(水),,,,,,,,
,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,印字時刻 2026/03/28 20:36,印字時刻 2026/03/28 20:36,印字時刻 2026/03/28 20:36
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,2,0,0,18,0,0,20,0
,01-02,0,0,2,0,0,18,0,0,20,0
,02-03,0,0,2,1,0,19,1,0,21,0
,03-04,0,0,2,1,0,20,1,0,22,0
,04-05,0,0,2,4,0,24,4,0,26,0
,05-06,0,0,2,0,0,24,0,0,26,0
,06-07,0,0,2,1,0,25,1,0,27,0
,07-08,0,0,2,3,1,25,3,1,27,0
,08-09,0,0,2,13,2,38,13,2,40,0
,09-10,2,0,4,7,3,42,9,3,46,0
,10-11,1,1,4,3,4,41,4,5,45,0
,11-12,0,1,3,1,1,41,1,2,44,0
,12-13,2,1,4,1,1,41,3,2,45,0
,13-14,1,2,3,2,5,38,3,7,41,0
,14-15,1,1,3,4,2,40,5,3,43,0
,15-16,2,1,4,0,4,36,2,5,40,0
,16-17,0,1,3,1,4,33,1,5,36,0
,17-18,0,0,3,1,1,33,1,1,36,0
,18-19,0,1,2,1,4,30,1,5,32,0
,19-20,0,0,2,1,5,26,1,5,28,0
,20-21,1,0,3,0,1,25,1,1,28,0
,21-22,0,0,3,1,5,21,1,5,24,0
,22-23,0,0,3,1,4,18,1,4,21,0
,23-24,0,0,3,0,0,18,0,0,21,0
,合　計,10,9,-,47,47,-,57,56,-,0
,,,,,,,,,,,
,総駐車時間,18:37,18:37,18:37,601:47,601:47,601:47,620:24,620:24,620:24,
,平均駐車時間,1:33,1:33,1:33,12:32,12:32,12:32,10:20,10:20,10:20,
,回転率,0.19,0.19,0.19,0.37,0.37,0.37,0.31,0.31,0.31,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
