0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年11月17日(月),2025年11月17日(月),2025年11月17日(月),,,,,,,,
,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,印字時刻 2025/11/21 13:45,印字時刻 2025/11/21 13:45,印字時刻 2025/11/21 13:45
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,3,62,2,3,62,2,6,124,0
,01-02,0,0,62,0,0,62,0,0,124,0
,02-03,0,0,62,0,0,62,0,0,124,0
,03-04,0,0,62,0,0,62,0,0,124,0
,04-05,0,0,62,5,0,67,5,0,129,0
,05-06,1,0,63,19,0,86,20,0,149,0
,06-07,10,2,71,56,1,141,66,3,212,0
,07-08,16,11,74,80,9,211,96,20,285,0
,08-09,21,12,85,75,17,266,96,29,351,2
,09-10,21,7,98,30,30,270,51,37,368,1
,10-11,19,8,110,14,13,271,33,21,381,0
,11-12,23,8,123,16,6,282,39,14,405,2
,12-13,20,18,127,6,10,277,26,28,404,3
,13-14,18,26,118,7,14,270,25,40,388,5
,14-15,23,30,112,8,14,265,31,44,377,3
,15-16,12,16,108,12,13,262,24,29,370,3
,16-17,12,20,101,18,24,256,30,44,357,3
,17-18,13,20,92,14,39,233,27,59,325,1
,18-19,8,13,89,20,63,189,28,76,278,3
,19-20,6,11,83,5,50,144,11,61,227,1
,20-21,0,6,77,4,52,98,4,58,175,0
,21-22,0,4,73,2,24,75,2,28,148,0
,22-23,2,8,67,3,18,60,5,26,127,0
,23-24,2,2,67,1,4,56,3,6,123,0
,合　計,227,225,-,397,404,-,624,629,-,27
,,,,,,,,,,,
,総駐車時間,531:39,531:39,531:39,6521:08,6521:08,6521:08,7052:47,7052:47,7052:47,
,平均駐車時間,2:30,2:30,2:30,16:26,16:26,16:26,11:34,11:34,11:34,
,回転率,0.34,0.34,0.34,0,0,0,0.98,0.98,0.98,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
