0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年11月16日(日),2025年11月16日(日),2025年11月16日(日),,,,,,,,
,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,印字時刻 2025/11/21 13:44,印字時刻 2025/11/21 13:44,印字時刻 2025/11/21 13:44
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,5,0,0,14,0,0,19,0
,01-02,0,0,5,0,0,14,0,0,19,0
,02-03,0,0,5,1,0,15,1,0,20,0
,03-04,0,0,5,2,0,17,2,0,22,0
,04-05,0,0,5,4,0,21,4,0,26,0
,05-06,0,0,5,0,0,21,0,0,26,0
,06-07,0,0,5,0,0,21,0,0,26,0
,07-08,0,0,5,1,0,22,1,0,27,0
,08-09,3,0,8,5,2,25,8,2,33,0
,09-10,5,2,11,2,5,22,7,7,33,0
,10-11,7,5,13,4,3,23,11,8,36,0
,11-12,3,9,7,5,2,26,8,11,33,0
,12-13,6,3,10,3,0,28,9,3,38,0
,13-14,6,3,13,0,2,28,6,5,41,0
,14-15,6,6,13,0,2,25,6,8,38,0
,15-16,2,7,8,1,3,24,3,10,32,0
,16-17,2,4,6,1,1,23,3,5,29,0
,17-18,1,1,5,3,3,23,4,4,28,0
,18-19,0,1,5,0,3,20,0,4,25,0
,19-20,1,1,5,1,1,20,2,2,25,0
,20-21,2,1,6,2,1,21,4,2,27,0
,21-22,0,0,6,1,5,17,1,5,23,0
,22-23,0,0,6,0,1,16,0,1,22,0
,23-24,0,0,6,0,0,16,0,0,22,0
,合　計,44,43,-,36,34,-,80,77,-,0
,,,,,,,,,,,
,総駐車時間,52:02,52:02,52:02,921:55,921:55,921:55,973:57,973:57,973:57,
,平均駐車時間,1:11,1:11,1:11,20:03,20:03,20:03,10:49,10:49,10:49,
,回転率,0.7,0.7,0.7,0.36,0.36,0.36,0.47,0.47,0.47,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
