0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年12月24日(日),2023年12月24日(日),2023年12月24日(日),,,,,,,,
,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,印字時刻 2026/03/28 20:25,印字時刻 2026/03/28 20:25,印字時刻 2026/03/28 20:25
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,15,0,0,237,0,0,252,0
,01-02,0,0,15,0,0,237,0,0,252,0
,02-03,0,0,15,0,0,237,0,0,252,0
,03-04,0,0,15,0,0,237,0,0,252,0
,04-05,0,0,15,0,0,237,0,0,252,0
,05-06,0,0,15,0,0,237,0,0,252,0
,06-07,0,0,15,1,1,237,1,1,252,0
,07-08,2,2,15,2,1,237,4,3,252,0
,08-09,2,0,17,7,4,241,9,4,258,0
,09-10,19,3,31,11,1,251,30,4,282,0
,10-11,12,5,40,8,3,256,20,8,296,0
,11-12,9,8,40,4,2,258,13,10,298,0
,12-13,9,9,40,4,4,258,13,13,298,0
,13-14,7,12,37,2,3,257,9,15,294,0
,14-15,11,8,39,4,9,252,15,17,291,0
,15-16,7,16,30,6,8,250,13,24,280,0
,16-17,2,9,23,8,2,256,10,11,279,0
,17-18,5,6,22,4,5,254,9,11,276,0
,18-19,2,4,20,6,13,249,8,17,269,0
,19-20,1,4,17,1,10,240,2,14,257,0
,20-21,0,2,15,5,9,235,5,11,250,0
,21-22,1,1,15,0,1,234,1,2,249,0
,22-23,0,1,14,0,0,234,0,1,248,0
,23-24,0,0,14,2,1,235,2,1,249,0
,合　計,89,90,-,75,77,-,164,167,-,0
,,,,,,,,,,,
,総駐車時間,214:15,214:15,214:15,2562:34,2562:34,2562:34,2776:49,2776:49,2776:49,
,平均駐車時間,2:23,2:23,2:23,25:53,25:53,25:53,14:42,14:42,14:42,
,回転率,0.7,0.7,0.7,0.18,0.18,0.18,0.27,0.27,0.27,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
