0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年12月24日(日),2023年12月24日(日),2023年12月24日(日),,,,,,,,
,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,印字時刻 2026/03/28 20:25,印字時刻 2026/03/28 20:25,印字時刻 2026/03/28 20:25
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,1,2,0,0,16,0,1,18,0
,01-02,0,0,2,0,0,16,0,0,18,0
,02-03,0,0,2,1,0,17,1,0,19,0
,03-04,0,0,2,1,0,18,1,0,20,0
,04-05,0,0,2,8,0,26,8,0,28,0
,05-06,0,0,2,0,0,26,0,0,28,0
,06-07,0,0,2,1,0,27,1,0,29,0
,07-08,0,0,2,1,1,27,1,1,29,0
,08-09,0,0,2,7,1,33,7,1,35,0
,09-10,3,0,5,3,3,33,6,3,38,0
,10-11,0,1,4,3,2,34,3,3,38,0
,11-12,1,0,5,2,5,31,3,5,36,0
,12-13,1,2,4,3,2,32,4,4,36,0
,13-14,2,0,6,3,5,30,5,5,36,0
,14-15,1,4,3,6,4,32,7,8,35,0
,15-16,2,1,4,4,4,32,6,5,36,0
,16-17,2,3,3,0,0,32,2,3,35,0
,17-18,0,1,2,2,4,30,2,5,32,0
,18-19,0,0,2,1,6,25,1,6,27,0
,19-20,1,0,3,3,5,23,4,5,26,0
,20-21,0,1,2,1,0,24,1,1,26,0
,21-22,0,0,2,1,5,20,1,5,22,0
,22-23,1,0,3,0,2,19,1,2,22,0
,23-24,0,0,3,0,0,18,0,0,21,0
,合　計,14,14,-,51,49,-,65,63,-,0
,,,,,,,,,,,
,総駐車時間,19:26,19:26,19:26,690:53,690:53,690:53,710:19,710:19,710:19,
,平均駐車時間,1:13,1:13,1:13,11:55,11:55,11:55,9:36,9:36,9:36,
,回転率,0.25,0.25,0.25,0.45,0.45,0.45,0.39,0.39,0.39,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
