0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年02月26日(月),2024年02月26日(月),2024年02月26日(月),,,,,,,,
,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,駐車場＝北2駐車場,印字時刻 2026/03/28 21:34,印字時刻 2026/03/28 21:34,印字時刻 2026/03/28 21:34
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,0,0,0,21,0,0,21,0
,01-02,0,0,0,0,1,20,0,1,20,0
,02-03,0,0,0,0,0,20,0,0,20,0
,03-04,0,0,0,0,0,20,0,0,20,0
,04-05,0,0,0,3,0,23,3,0,23,0
,05-06,0,0,0,10,0,32,10,0,32,0
,06-07,1,1,0,27,1,58,28,2,58,0
,07-08,1,2,0,33,4,88,34,6,88,0
,08-09,3,1,1,34,3,118,37,4,119,0
,09-10,1,1,1,8,4,123,9,5,124,0
,10-11,4,3,3,2,1,124,6,4,127,0
,11-12,4,3,3,1,0,125,5,3,128,0
,12-13,4,4,3,2,3,124,6,7,127,0
,13-14,3,5,1,5,5,124,8,10,125,0
,14-15,2,2,2,2,0,126,4,2,128,0
,15-16,2,0,3,2,1,127,4,1,130,0
,16-17,5,7,1,1,14,114,6,21,115,0
,17-18,5,3,3,2,18,98,7,21,101,0
,18-19,1,2,2,4,22,81,5,24,83,0
,19-20,1,2,1,3,25,58,4,27,59,0
,20-21,1,1,1,1,17,42,2,18,43,0
,21-22,0,2,0,1,6,37,1,8,37,0
,22-23,0,0,0,0,4,33,0,4,33,0
,23-24,0,0,0,1,3,31,1,3,31,0
,合　計,38,39,-,142,132,-,180,171,-,0
,,,,,,,,,,,
,総駐車時間,34:43,34:43,34:43,1497:59,1497:59,1497:59,1532:42,1532:42,1532:42,
,平均駐車時間,0:34,0:34,0:34,11:21,11:21,11:21,7:54,7:54,7:54,
,回転率,1.82,1.82,1.82,0.61,0.61,0.61,0.77,0.77,0.77,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
