日付,駐車場,時間帯,一般入庫,一般出庫,一般在庫,定期入庫,定期出庫,定期在庫,合計入庫,合計出庫,合計在庫,事前精算利用台数,曜日,土日祝区分
2025-03-01,全駐車場,13-14,714,548,1455,36,30,895,750,578,2350,126,土,土日祝
2025-03-02,全駐車場,13-14,718,558,1479,22,27,824,740,585,2303,126,日,土日祝
2025-03-03,全駐車場,11-12,358,339,712,46,72,1757,404,411,2469,49,月,平日
2025-03-04,全駐車場,11-12,297,265,645,58,48,1703,355,313,2348,49,火,平日
2025-03-05,全駐車場,11-12,321,321,703,44,40,1666,365,361,2369,52,水,平日
2025-03-06,全駐車場,11-12,374,300,739,54,62,1718,428,362,2457,50,木,平日
2025-03-07,全駐車場,10-11,347,173,621,63,80,1674,410,253,2295,17,金,平日
2025-03-08,全駐車場,11-12,687,554,1365,36,29,872,723,583,2237,59,土,土日祝
2025-03-09,全駐車場,14-15,610,604,1296,31,30,794,641,634,2090,135,日,土日祝
2025-03-10,全駐車場,11-12,314,269,622,69,87,1752,383,356,2374,40,月,平日
2025-03-11,全駐車場,11-12,299,286,786,55,47,1689,354,333,2475,46,火,平日
2025-03-12,全駐車場,11-12,356,319,734,46,57,1714,402,376,2448,44,水,平日
2025-03-13,全駐車場,11-12,303,287,721,50,59,1701,353,346,2422,47,木,平日
2025-03-14,全駐車場,13-14,383,296,727,70,78,1651,453,374,2378,64,金,平日
2025-03-15,全駐車場,14-15,649,608,1379,34,33,855,683,641,2234,132,土,土日祝
2025-03-16,全駐車場,11-12,592,523,1292,23,13,829,615,536,2121,81,日,土日祝
2025-03-17,全駐車場,10-11,310,139,553,63,100,1738,373,239,2291,15,月,平日
2025-03-18,全駐車場,10-11,426,191,1001,73,84,1694,499,275,2695,19,火,平日
2025-03-19,全駐車場,11-12,274,239,823,55,44,1678,329,283,2501,43,水,平日
2025-03-20,全駐車場,14-15,519,446,1018,31,33,830,550,479,1848,127,木,土日祝
2025-03-21,全駐車場,10-11,464,202,746,67,87,1617,531,289,2363,21,金,平日
2025-03-22,全駐車場,14-15,570,487,1284,32,37,841,602,524,2125,113,土,土日祝
2025-03-23,全駐車場,14-15,535,513,1037,35,36,790,570,549,1827,127,日,土日祝
2025-03-24,全駐車場,11-12,343,310,600,59,76,1653,402,386,2253,41,月,平日
2025-03-25,全駐車場,11-12,365,352,741,56,68,1682,421,420,2423,54,火,平日
2025-03-26,全駐車場,11-12,354,309,738,40,54,1658,394,363,2396,54,水,平日
2025-03-27,全駐車場,10-11,389,162,692,74,87,1665,463,249,2357,21,木,平日
2025-03-28,全駐車場,15-16,442,376,828,71,68,1604,513,444,2432,78,金,平日
2025-03-29,全駐車場,14-15,636,581,1300,20,29,834,656,610,2134,133,土,土日祝
2025-03-30,全駐車場,11-12,548,504,1308,25,21,770,573,525,2078,85,日,土日祝
2025-03-31,全駐車場,10-11,289,153,549,60,85,1731,349,238,2280,24,月,平日
