0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年03月07日(金),2025年03月07日(金),2025年03月07日(金),,,,,,,,
,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,駐車場＝南3駐車場,印字時刻 2025/11/21 21:58,印字時刻 2025/11/21 21:58,印字時刻 2025/11/21 21:58
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,0,0,5,225,0,5,225,0
,01-02,0,0,0,0,0,225,0,0,225,0
,02-03,0,0,0,0,0,225,0,0,225,0
,03-04,0,0,0,1,0,226,1,0,226,0
,04-05,0,0,0,0,1,225,0,1,225,0
,05-06,0,0,0,3,1,227,3,1,227,0
,06-07,1,0,1,5,0,231,6,0,232,0
,07-08,3,1,3,40,8,262,43,9,265,0
,08-09,17,1,17,140,29,373,157,30,390,0
,09-10,34,16,37,58,52,380,92,68,417,0
,10-11,33,22,48,21,35,367,54,57,415,0
,11-12,19,38,29,12,28,351,31,66,380,0
,12-13,13,23,20,15,29,336,28,52,356,0
,13-14,22,13,28,24,24,337,46,37,365,0
,14-15,26,22,32,20,17,340,46,39,372,0
,15-16,19,27,24,39,15,363,58,42,387,0
,16-17,11,20,16,44,22,386,55,42,402,0
,17-18,9,13,10,36,43,379,45,56,389,0
,18-19,6,14,3,46,60,363,52,74,366,0
,19-20,3,4,2,23,47,341,26,51,343,0
,20-21,1,1,2,10,47,307,11,48,309,0
,21-22,0,0,2,0,20,284,0,20,286,0
,22-23,1,0,3,2,12,274,3,12,277,0
,23-24,0,2,1,1,18,257,1,20,258,0
,合　計,218,217,-,540,513,-,758,730,-,0
,,,,,,,,,,,
,総駐車時間,235:46,235:46,235:46,8027:54,8027:54,8027:54,8263:40,8263:40,8263:40,
,平均駐車時間,1:05,1:05,1:05,15:28,15:28,15:28,11:14,11:14,11:14,
,回転率,0.39,0.39,0.39,0,0,0,1.34,1.34,1.34,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
