0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年03月02日(日),2025年03月02日(日),2025年03月02日(日),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 21:52,印字時刻 2025/11/21 21:52,印字時刻 2025/11/21 21:52
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,3,7,147,3,5,688,6,12,835,0
,01-02,2,4,145,1,1,688,3,5,833,0
,02-03,1,4,142,2,3,687,3,7,829,0
,03-04,0,1,141,2,1,688,2,2,829,0
,04-05,3,0,144,10,1,697,13,1,841,0
,05-06,3,4,144,5,1,701,8,5,845,0
,06-07,14,3,154,13,4,710,27,7,864,0
,07-08,98,12,236,39,11,738,137,23,974,0
,08-09,139,24,345,60,23,775,199,47,1120,4
,09-10,395,52,680,67,25,818,462,77,1498,2
,10-11,709,273,1116,25,19,823,734,292,1939,27
,11-12,665,486,1303,26,25,825,691,511,2128,65
,12-13,605,590,1322,23,18,829,628,608,2151,103
,13-14,718,558,1479,22,27,824,740,585,2303,126
,14-15,600,616,1468,17,32,809,617,648,2277,141
,15-16,512,699,1283,17,25,802,529,724,2085,155
,16-17,420,709,997,29,26,805,449,735,1802,152
,17-18,317,656,648,36,56,784,353,712,1432,143
,18-19,221,402,471,29,50,764,250,452,1235,76
,19-20,94,325,233,25,52,735,119,377,968,65
,20-21,11,94,143,13,35,715,24,129,858,0
,21-22,12,39,115,5,19,700,17,58,815,0
,22-23,5,26,94,6,18,688,11,44,782,0
,23-24,2,15,81,6,7,687,8,22,768,0
,合　計,5549,5599,-,481,484,-,6030,6083,-,1059
,,,,,,,,,,,
,総駐車時間,11110:25,11110:25,11110:25,14573:09,14573:09,14573:09,25683:34,25683:34,25683:34,
,平均駐車時間,1:59,1:59,1:59,23:30,23:30,23:30,4:08,4:08,4:08,
,回転率,1.46,1.46,1.46,1.02,1.02,1.02,1.4,1.4,1.4,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
