0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2026年02月04日(水),2026年02月04日(水),2026年02月04日(水),,,,,,,,
,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,印字時刻 2026/03/02 08:25,印字時刻 2026/03/02 08:25,印字時刻 2026/03/02 08:25
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,2,19,3,4,119,3,6,138,0
,01-02,0,0,19,0,0,119,0,0,138,0
,02-03,0,1,18,0,0,119,0,1,137,0
,03-04,0,0,18,0,0,119,0,0,137,0
,04-05,0,0,18,2,0,121,2,0,139,0
,05-06,1,0,19,9,2,128,10,2,147,0
,06-07,6,4,21,22,3,147,28,7,168,0
,07-08,25,7,39,25,7,164,50,14,203,0
,08-09,47,12,72,105,14,255,152,26,327,3
,09-10,153,18,205,18,15,259,171,33,464,4
,10-11,188,65,331,10,7,262,198,72,593,19
,11-12,210,175,365,10,8,264,220,183,629,33
,12-13,220,216,373,4,12,256,224,228,629,61
,13-14,192,214,349,3,7,252,195,221,601,48
,14-15,197,188,360,3,5,250,200,193,610,49
,15-16,167,222,304,12,6,256,179,228,560,69
,16-17,164,216,254,11,8,259,175,224,513,64
,17-18,191,186,252,13,38,233,204,224,485,44
,18-19,183,195,249,8,65,178,191,260,427,44
,19-20,112,199,160,7,29,155,119,228,315,32
,20-21,20,87,92,2,19,138,22,106,230,0
,21-22,7,36,62,0,15,124,7,51,186,0
,22-23,3,22,42,2,3,122,5,25,164,0
,23-24,0,9,33,2,7,117,2,16,150,0
,合　計,2086,2074,-,271,274,-,2357,2348,-,470
,,,,,,,,,,,
,総駐車時間,3548:22,3548:22,3548:22,5131:23,5131:23,5131:23,8679:45,8679:45,8679:45,
,平均駐車時間,1:43,1:43,1:43,19:17,19:17,19:17,3:42,3:42,3:42,
,回転率,2.26,2.26,2.26,0,0,0,2.55,2.55,2.55,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
