0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年10月03日(木),2024年10月03日(木),2024年10月03日(木),,,,,,,,
,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,印字時刻 2025/11/21 19:12,印字時刻 2025/11/21 19:12,印字時刻 2025/11/21 19:12
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,1,3,21,1,4,60,2,7,81,0
,01-02,0,0,21,0,0,60,0,0,81,0
,02-03,0,0,21,0,0,60,0,0,81,0
,03-04,0,0,21,0,0,60,0,0,81,0
,04-05,1,0,22,5,0,65,6,0,87,0
,05-06,3,0,25,19,1,83,22,1,108,0
,06-07,11,1,34,56,1,137,67,2,171,0
,07-08,38,16,57,56,13,181,94,29,238,0
,08-09,11,6,62,69,9,241,80,15,303,0
,09-10,17,4,75,12,8,245,29,12,320,1
,10-11,22,5,92,4,3,246,26,8,338,0
,11-12,16,17,91,4,3,247,20,20,338,5
,12-13,24,23,90,6,5,249,30,28,339,0
,13-14,14,15,91,5,9,243,19,24,334,1
,14-15,20,26,86,6,6,244,26,32,330,3
,15-16,16,23,79,6,9,241,22,32,320,5
,16-17,17,28,66,7,17,231,24,45,297,5
,17-18,12,27,52,3,30,204,15,57,256,7
,18-19,13,19,47,13,56,165,26,75,212,2
,19-20,8,11,43,5,52,114,13,63,157,0
,20-21,1,12,32,2,25,91,3,37,123,0
,21-22,0,2,30,4,22,73,4,24,103,0
,22-23,1,5,26,2,8,67,3,13,93,0
,23-24,0,3,23,2,6,63,2,9,86,0
,合　計,246,246,-,287,287,-,533,533,-,29
,,,,,,,,,,,
,総駐車時間,894:46,894:46,894:46,3964:22,3964:22,3964:22,4859:08,4859:08,4859:08,
,平均駐車時間,3:37,3:37,3:37,13:24,13:24,13:24,8:57,8:57,8:57,
,回転率,0.4,0.4,0.4,0,0,0,0.87,0.87,0.87,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
