0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年10月21日(月),2024年10月21日(月),2024年10月21日(月),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 19:30,印字時刻 2025/11/21 19:30,印字時刻 2025/11/21 19:30
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,1,3,76,1,6,641,2,9,717,0
,01-02,1,1,76,3,3,641,4,4,717,0
,02-03,1,0,76,2,1,642,3,1,718,0
,03-04,0,2,75,2,0,644,2,2,719,0
,04-05,0,0,75,16,1,659,16,1,734,0
,05-06,9,4,80,54,1,711,63,5,791,0
,06-07,17,0,97,149,15,844,166,15,941,0
,07-08,107,45,162,324,68,1100,431,113,1262,0
,08-09,117,33,240,714,75,1736,831,108,1976,5
,09-10,265,54,451,193,105,1830,458,159,2281,5
,10-11,308,132,629,71,78,1824,379,210,2453,15
,11-12,289,277,640,43,73,1791,332,350,2431,38
,12-13,364,329,676,73,107,1757,437,436,2433,62
,13-14,260,296,642,48,74,1731,308,370,2373,64
,14-15,283,304,618,56,56,1732,339,360,2350,48
,15-16,263,284,602,61,69,1724,324,353,2326,62
,16-17,234,326,512,74,121,1678,308,447,2190,49
,17-18,209,282,439,82,353,1409,291,635,1848,50
,18-19,229,262,400,105,357,1160,334,619,1560,48
,19-20,118,281,241,48,265,942,166,546,1183,35
,20-21,27,113,153,18,158,799,45,271,952,0
,21-22,9,37,122,16,95,718,25,132,840,0
,22-23,13,28,106,8,51,678,21,79,784,0
,23-24,1,23,84,7,16,667,8,39,751,0
,合　計,3125,3116,-,2168,2148,-,5293,5264,-,481
,,,,,,,,,,,
,総駐車時間,6176:51,6176:51,6176:51,37447:47,37447:47,37447:47,43624:38,43624:38,43624:38,
,平均駐車時間,1:58,1:58,1:58,17:18,17:18,17:18,8:13,8:13,8:13,
,回転率,0.92,0.92,0.92,1.85,1.85,1.85,1.16,1.16,1.16,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
