0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年10月31日(木),2024年10月31日(木),2024年10月31日(木),,,,,,,,
,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,印字時刻 2025/11/21 19:41,印字時刻 2025/11/21 19:41,印字時刻 2025/11/21 19:41
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,24,0,0,150,0,0,174,0
,01-02,0,0,24,0,1,149,0,1,173,0
,02-03,0,0,24,0,0,149,0,0,173,0
,03-04,0,0,24,0,0,149,0,0,173,0
,04-05,0,0,24,2,1,150,2,1,174,0
,05-06,0,0,24,4,1,153,4,1,177,0
,06-07,10,1,33,14,1,166,24,2,199,0
,07-08,11,1,43,68,6,228,79,7,271,0
,08-09,35,4,73,150,13,365,185,17,438,0
,09-10,63,19,115,24,29,360,87,48,475,0
,10-11,76,25,168,16,25,351,92,50,519,7
,11-12,27,64,132,9,18,341,36,82,473,12
,12-13,70,74,128,22,18,345,92,92,473,16
,13-14,34,31,131,25,24,344,59,55,475,3
,14-15,39,41,130,13,17,344,52,58,474,7
,15-16,28,44,113,21,14,350,49,58,463,8
,16-17,14,50,77,21,18,353,35,68,430,16
,17-18,19,35,62,17,86,284,36,121,346,4
,18-19,12,32,42,16,62,239,28,94,281,3
,19-20,1,9,33,3,47,195,4,56,228,1
,20-21,0,3,30,4,27,171,4,30,201,0
,21-22,3,6,27,4,19,156,7,25,183,0
,22-23,1,5,23,1,10,147,2,15,170,0
,23-24,0,0,23,2,0,149,2,0,172,0
,合　計,443,444,-,436,437,-,879,881,-,77
,,,,,,,,,,,
,総駐車時間,1102:35,1102:35,1102:35,6137:57,6137:57,6137:57,7240:32,7240:32,7240:32,
,平均駐車時間,2:30,2:30,2:30,13:44,13:44,13:44,8:09,8:09,8:09,
,回転率,2.01,2.01,2.01,1.17,1.17,1.17,1.48,1.48,1.48,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
