0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年10月23日(水),2024年10月23日(水),2024年10月23日(水),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 19:32,印字時刻 2025/11/21 19:32,印字時刻 2025/11/21 19:32
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,3,3,83,3,14,675,6,17,758,0
,01-02,0,1,82,1,0,676,1,1,758,0
,02-03,1,1,82,1,1,676,2,2,758,0
,03-04,0,1,81,2,1,677,2,2,758,0
,04-05,2,0,83,17,3,691,19,3,774,0
,05-06,5,0,88,52,1,741,57,1,829,0
,06-07,47,3,131,142,15,866,189,18,997,0
,07-08,110,40,198,311,61,1111,421,101,1309,0
,08-09,218,40,374,637,92,1663,855,132,2037,3
,09-10,511,54,822,174,115,1723,685,169,2545,3
,10-11,384,168,1051,74,82,1715,458,250,2766,14
,11-12,353,331,1074,47,76,1685,400,407,2759,44
,12-13,379,360,1091,65,79,1673,444,439,2764,62
,13-14,509,470,1126,66,76,1661,575,546,2787,81
,14-15,366,358,1146,61,59,1664,427,417,2810,69
,15-16,303,579,872,65,80,1649,368,659,2521,91
,16-17,271,487,659,89,129,1610,360,616,2269,82
,17-18,269,421,497,73,335,1351,342,756,1848,62
,18-19,292,309,481,93,303,1138,385,612,1619,52
,19-20,127,259,353,57,240,956,184,499,1309,28
,20-21,29,164,213,23,159,817,52,323,1030,0
,21-22,16,80,150,13,106,725,29,186,875,0
,22-23,10,34,125,6,45,686,16,79,811,0
,23-24,13,21,117,6,25,667,19,46,784,0
,合　計,4218,4184,-,2078,2097,-,6296,6281,-,591
,,,,,,,,,,,
,総駐車時間,9196:51,9196:51,9196:51,28557:00,28557:00,28557:00,37753:51,37753:51,37753:51,
,平均駐車時間,2:12,2:12,2:12,14:11,14:11,14:11,6:06,6:06,6:06,
,回転率,1.22,1.22,1.22,1.72,1.72,1.72,1.35,1.35,1.35,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
