0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年10月10日(木),2024年10月10日(木),2024年10月10日(木),,,,,,,,
,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,印字時刻 2025/11/21 19:19,印字時刻 2025/11/21 19:19,印字時刻 2025/11/21 19:19
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,3,0,0,21,0,0,24,0
,01-02,1,0,4,0,0,21,1,0,25,0
,02-03,0,0,4,0,0,21,0,0,25,0
,03-04,0,1,3,3,0,23,3,1,26,0
,04-05,0,0,3,6,0,30,6,0,33,0
,05-06,0,0,3,4,0,34,4,0,37,0
,06-07,0,0,3,1,2,33,1,2,36,0
,07-08,4,2,4,36,4,64,40,6,68,0
,08-09,5,1,9,63,3,125,68,4,134,0
,09-10,11,3,16,11,3,133,22,6,149,0
,10-11,4,6,15,1,2,132,5,8,147,0
,11-12,3,5,13,4,3,132,7,8,145,0
,12-13,3,7,9,4,6,131,7,13,140,0
,13-14,6,4,10,2,5,130,8,9,140,0
,14-15,4,4,11,1,7,123,5,11,134,0
,15-16,5,6,10,2,9,115,7,15,125,0
,16-17,6,8,8,3,16,103,9,24,111,0
,17-18,4,5,7,4,33,73,8,38,80,0
,18-19,2,3,6,4,29,48,6,32,54,0
,19-20,1,3,4,1,15,34,2,18,38,0
,20-21,0,0,4,2,3,33,2,3,37,0
,21-22,0,1,3,3,9,27,3,10,30,0
,22-23,0,0,3,0,5,22,0,5,25,0
,23-24,0,0,3,0,0,22,0,0,25,0
,合　計,59,59,-,155,154,-,214,213,-,0
,,,,,,,,,,,
,総駐車時間,78:45,78:45,78:45,1422:23,1422:23,1422:23,1501:08,1501:08,1501:08,
,平均駐車時間,1:20,1:20,1:20,9:04,9:04,9:04,6:57,6:57,6:57,
,回転率,0.94,0.94,0.94,1.22,1.22,1.22,1.13,1.13,1.13,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
