0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2026年01月18日(日),2026年01月18日(日),2026年01月18日(日),,,,,,,,
,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,印字時刻 2026/02/01 14:23,印字時刻 2026/02/01 14:23,印字時刻 2026/02/01 14:23
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,1,131,1,5,24,1,6,155,0
,01-02,1,1,131,0,1,23,1,2,154,0
,02-03,0,0,131,0,0,23,0,0,154,0
,03-04,0,0,131,0,0,23,0,0,154,0
,04-05,0,0,131,0,0,23,0,0,154,0
,05-06,1,0,132,3,1,25,4,1,157,0
,06-07,11,2,141,3,0,28,14,2,169,0
,07-08,35,3,172,4,2,30,39,5,202,0
,08-09,66,6,232,13,3,38,79,9,270,0
,09-10,38,10,259,16,6,49,54,16,308,0
,10-11,82,19,324,4,7,48,86,26,372,3
,11-12,81,63,339,4,4,47,85,67,386,7
,12-13,85,59,366,3,1,49,88,60,415,8
,13-14,89,75,381,6,4,51,95,79,432,17
,14-15,81,80,382,3,5,50,84,85,432,15
,15-16,50,97,339,5,2,52,55,99,391,23
,16-17,42,132,249,4,6,50,46,138,299,25
,17-18,26,89,183,5,8,47,31,97,230,18
,18-19,9,34,160,3,7,43,12,41,203,2
,19-20,3,19,142,2,9,35,5,28,177,4
,20-21,5,11,136,2,11,27,7,22,163,0
,21-22,4,7,133,0,8,19,4,15,152,0
,22-23,1,6,128,1,1,19,2,7,147,0
,23-24,0,1,127,1,4,16,1,5,143,0
,合　計,710,715,-,83,95,-,793,810,-,122
,,,,,,,,,,,
,総駐車時間,1993:25,1993:25,1993:25,4189:28,4189:28,4189:28,6182:53,6182:53,6182:53,
,平均駐車時間,2:46,2:46,2:46,36:45,36:45,36:45,7:25,7:25,7:25,
,回転率,1.16,1.16,1.16,0,0,0,1.34,1.34,1.34,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
